comment	score
车子的中控屏是电阻屏 应该改成电容的屏，这样就不会留下划痕了。	-1
发动机噪音比较大还有就是后备箱要使劲关	-1
有的地方缝隙有些大，后门需要用点力关，新车刹车有点异响，别的没有了。	-1
配置齐全，特别是前后雷达，和倒车影像，非常适合新手开。	1
缺点还是有的，就是价格高了。	-1
车窗钥匙不能升降。。。车门除了主驾驶别的门钥匙也开不了。	-1
空间！空间！空间！！朋友一家做我车上说比他的世嘉大好多！！明锐这方面完全是A+车的空间	1
外观，内饰，空间都能甩其它级别差不多的车几条街。	1
起步真的挺肉，要想速度快，真的只能往死踹	-1
油耗有点高，后排座椅不能调节，后备箱小了一点点	-1
1、一档起步有点柔，可能是出厂调校问题  2、十多万的车 内饰竟然不是真皮的  3、中间扶手后排没有出风口  竟然是储物盒，夏天让后排的乘客怎么受得了	-1
前排储物空间少、没有电耳、备胎。	-1
空调压缩机噪音太大！过烂路的时候档杆还晃，方向盘都没感觉，档杆有感觉，也不知道通病还是我中奖了，	-1
钣金太槽了。右前大灯边缝隙太大，4S店的师傅修理之后，略有改观。	-1
简配得太…… 没倒车雷达 没定速巡航 没多功能方向盘 大灯没透镜 没日行灯	-1
空间确实大！二排随便翘二郎腿，哈哈哈	1
当然是小钢炮的提速啦 还有就是安全性！160也不会觉得飘！	1
就是一二档的那些事，不过我现在也适应了，基本上也不是事了。还有就是半开车窗响现在还没有什么解决的办法。	-1
前大灯 卤素的，能在稀烂点	-1
以前开车的时候，总是遇到，换挡的时候，会有明显的车子突然往前窜的感觉。	1
油耗，虽然做好了准备不过还是有点吓到了	-1
后排不能加热全车没有座椅通风，后排没有隐私玻璃。不知道奔驰是怎么想的加这些东西用不了多少钱啊！	-1
起步动力有待提高、内饰硬塑料使用较多	-1
变速箱和发动机不匹配，还有停车后会有哒哒哒的声音	-1
操控，没有之一！高架桥上平行变道超车那种快感无法用言语表达	1
胎燥大，开天窗时有时有金属刮擦刺耳声，A柱有的挡视线，还有就是蜡烛灯 车门解锁没有灯	-1
空间大.移动商务洽谈,棋牌;风燥小	1
空间大、颜值高！配置高，不输同价位的合资车。	1
油耗，这点就不再说了公认的最节油的MPV。	1
倒档非要等一会，不然异响。离合有点深…	-1
减震太硬，噪音大，小黑棍没落锁	-1
悬挂有点硬，走非铺装的路面略显颠簸。太过于运动款了。	-1
噪音大。80公里时驾驶位左侧有口哨声。低速时加油提速，后面有共振声。	-1
动力方面还是欠缺点，多媒体没有CD 等	-1
外观绝对有个性，不标新立异，又与众不同，特别是示宽灯。	-1
天窗打不开，然后总感觉哪里有异响…可又找不到原因	-1
内饰细节期待提高，另外倒档的时候要踩2下离合有点不适应	-1
跑高速急加速的时候感觉胎噪和发动机的声音大	-1
性价比-这个价位上能买到的这种配置的车有凯越。六速手自一体、L2B1.5L发动机、独立悬挂、碟刹等	1
空间和外观，爱信6at手自一体，esp，坡起辅助	1
整体外观、内饰、动力水平、乘坐舒适性真的很奔驰	1
轮胎不像自动挡的那种是双色的,备胎不是全尺寸的。	-1
电动窗起降声音大、扶手箱设计不到位，尺寸短，跟没有一样、开车時手肘累。	-1
过非铺砖路面细小颠簸都能传到车里来 跟轮胎有关系是运动胎	-1
目前没有，除上面所说启动和加速声音。	-1
按钮、小配件质感品质有待提升，细节决定档次啊！	1
外观小了点  不过这价位不要求什么了	-1
方向盘有咯吱声。噪音太大！销售还说没噪音！真心坑人，为什么没天窗？别个都有，是不是在坑我？是不是在坑我？	-1
不用说，肯定是虫虫那万人迷的外观了~	1
等红绿灯怠速有抖动，没有发动机电子防盗，	-1
性价比 比较低 刚提完车就降价了！虽然我们地区还没降	-1
二十几万的车竟然没有倒车影像。你让崛起的7—8万的国产车怎么想？	-1
配置不怎么样，大众的车高科技都不多	-1
空间，动力，操控都是它的优点所在。	1
后备箱小，有点高。usb接口就一个，驾驶室储物空间太少了。	-1
后备空间有点小，油耗有点大，估计新手原因吧	-1
夜间开大灯，近光光束有点散。。不太聚光	-1
不明白为什么这个水平了还是没有给配备导航功能！	-1
主驾驶座椅异响，变速箱渗油，售后效率太低	-1
油耗确实有点高，没办法，谁让这车重1.7吨呢	-1
刹车在冷车行驶时有吱吱的响声，热了便没有了，速度上50后，车门处有往车内灌风的现象，冬天时间久了吹的腿痛。	-1
冷车启动感觉车身晃动，启动后还是有抖动，不知道各位是不是这样的，还有就是自动启停技术怎么有时候会没用的	-1
油耗真低，开了1300公里，其中高速跑了800-900公里，车显油耗6.8L/百公里，加了550元93号的油，还剩近1/5箱。然后就是空间咯，新车气味也不大。	1
磨合期时没有用力很踩过油门，在1500公里后高速上开过到110持续20分钟，踩下油门后有1-2秒的延迟，动力才输出，之后为了安全没有踩到底。	-1
动力.开空调没点力，发动机声音偏大	-1
价格略高了那么点，后排腿部空间有点小。	-1
空间吧，当初也是看上空间才买的，空间对得起中型车的标准。	1
买这款车的应该都是冲着油耗去的空间哪是更没的说	1
启动后怠速声音大吐吐吐和小型拖拉机一样	-1
前排空间能随手放东西的地方简直是0，手机、钱包、钥匙等等一些常用随身用物品根本没地儿放。	-1
定速巡航功能在任向情况下行驶都轻松自如,并且能获得更低的油耗	1
导航不是原厂的，导航版本来有的倒车影像和蓝牙电话没有了。买的时候销售对导航的事只字不提。提了车才知道是舒适版加装的飞鸽7500二代。	-1
过减速带太滇，加速发动机声音太大土路陡坡泥路四驱大油打滑	-1
起步是真肉，脾气急的人奉劝还是上28T。	-1
油耗比我高61.4T自动还低，是2.0的车吗？	1
外观内饰还有就是发动机，和宝马协同开发的双涡轮涡管160低功率版，我的是装的进口的，现在普遍国产了。	1
轴距小了点，没有一键启动，没有驾驶室开门感应灯！	-1
性价比高，穷人的豪车，我单位三个豪车：速腾自动、经典福克斯手动、昕锐自动。我的排第三（我心里的第二。呵呵）	1
给油的时候发动机声音大，自动启停也没有想象中的智能	-1
冷车启动的时候刹车有异响，开了一段时间以后异响就自动消失。	-1
舒适性配置 甚至没有蓝牙 安吉星 自动雨刮和冰岛辅助系统	-1
车子的选配价格还是比较的坑爹的，还有就是车子的悬架调校的还是比较的越野的，经不起城市的颠簸考验。	-1
起步比较慢，座椅不是电动的，伤心啊，方向盘也没有按键，伤心	-1
噪音方面，配置比着同级别车没有优势，电动后视镜没有，副驾驶座椅没有电动。大灯清洗没有，最接受不了的就是大灯亮度。	-1
轮胎是165的感觉转弯的时候总不怎么自信，传动轴间隙有点大有时起步换挡时不时的会有点声音和抖动。	1
低速时油耗过高，小细节的处理上不到位，不管什么天气	-1
后座靠背角度不可调整 车头再短一点 后排座位可向后调整15度即可 快5的车型显示不出该有的空间表现米	-1
20T没有双排气，CDC主动减震，和BOSE音响，	-1
后排座椅靠背不能调节，跑长途影响舒适性，中控屏才五寸，里面又要显示倒车影像，又要显示360全景，感觉小了些，近视的人都看不清。	-1
订车的时候不能加装别的东西 例如天窗	-1
大到看不到前车头下面，过窄路都小心翼翼！	-1
中控仪表盘，无行车落锁，无一键升窗	-1
副驾驶空调颠簸有时会异响，空调手动，座椅手动	-1
手刹，轮毂为什么是16寸的呢，发动机起步有点抖动，听过窗户前面有点异响，冷车开空调的时候声音有点大。	-1
开着不累/ACC买对了/这价位能给的配置一边乐去吧	1
行驶质感、稳定性、舒适度、B&O音响、原装的米其林ps3轮胎	1
车辆简配的东西太多，少了后防撞梁，轮毂铁毂快变面包车了，隔音棉没有，发动机护甲也没有，多媒体机简直是摆设，都需要自己加。	-1
内饰有提升空间，一键启动、无钥匙进入功能缺失。	-1
左门有异响。大概1000km就发现了，回4S诊断过，拆过B柱，仍然解决不了。这个声音很奇怪，像是门里面有个竖着的零件摇晃敲打门壁的声响。到现在也没能确定是前左门，还是B柱，还是左后门发出的，反正是其中之一	-1
配置低了 没有倒车影像 韩泰胎 卤素灯还没有日间行车灯 本来是准备定豪华版 但是价格竟然隔2万 4S店服务那叫我去 卖完了售后贴膜都蛮稀烂	-1
和高尔夫7一样天窗有异响，仔细听能听的到	-1
没有一键升窗的功能，有时下车忘关窗，还要重新通电	-1
油耗非常低，磨合期大概7个油左右，做了首保后大概掉到5.8，现在刚二保完，5.2了，超乎意料	1
毕竟还是价格摆在眼前，有一部分细节还是没有注意得到，就是内饰中控台的接缝处，还有就是用料方面，最重要的就是技术还是没有过关	-1
1.6L高配，没有多功能方向盘，真皮座椅	-1
共振的声音有点难接受 前两天才去换水箱托架和发动机护板。油耗有点高，不知道是不是新车磨合问题	-1
油耗很低，买回来后市区，长途，乡村土路都跑过，百公里油耗从来没超过六升。	1
20几万的车，没有自动后视镜，没有自动尾门，重要的事说三遍导航地图太渣！！！没有疝气大灯！！！	-1
油耗太高，还一个就是这个配置的车没有倒车影像不说，还不能自己装，也不给喜好改车的同学们留点玩的空间。。	-1
大灯，还有仪表盘，连温度都没！	-1
18寸的轮胎过小坑无压力啊。	1
空间大，空间大，今天拉了一次货，没折二排竞装下了，因好几个朋友都说装不下的	1
油耗油耗油耗，我不知道你们怎么开的8.几，9.几，反正我从来下过11	-1
中控是硬梆梆的塑料，后排座不能跳，后备箱没把手，后排没有空调出风口	-1
中控有点小异响，好像有螺丝掉里面了，只有一键下窗，没有一键升窗。	-1
变速箱扭矩太低，发热问题心里没底，换成湿试双离合就OK了！	-1
抬刹车会有异响，发动机噪音还是比较大的	-1
各种异响和底盘有生锈比较严重，刚开3个月的时候就生锈。	-1
使用价格低，一是油耗低，用93#油；二是保养费也不高。	1
30多万的车居然没有电动折叠后视镜倒影多功能方向盘。	-1
后备箱和手套箱等一些看不见的地方没有做遮蔽处理，后排地面凸起太高。	-1
噪音比较大，沙土路砂石打车门的声音非常大	-1
前车底盘太低了，高低过坎上台都得小心注意，A柱粗壮比较挡视线。	-1
减震不怎么样，车身材料怎么感觉一按就想扁的感觉，尾箱盖了上面的塑料壳盖不上，关门一震就开了	-1
修起来略贵，没座椅通风，丹拿。刚开始的时候只有一种颜色啊。	-1
变速箱噪音大，怠速时在车内听得清清的和开二十多万的破发动机音一样，抓着方向盘能感觉到，在车外能不能听到就不说啦。	1
80码以上前门风燥和发动机噪音有点大。	-1
LED智能随动大灯、液晶仪表盘、丹拿音响	1
空间大，放好多东西，车长4612，比普通A级车长	1
外观和内饰，动力方面的加速度也是很给力	1
当然是油耗了，低到出乎我的意料。	1
大灯！相对智能，亮度超出预期！可能是上一个车灯太蜡烛了带来的反差！	1
内饰硬塑料多，车窗控制居然没灯！晚上摸黑！我去	-1
无水温表，胎压监测，后排空调太突出了。2档换3档转速要求过高。	-1
空间特别大，真的相当大，相当相当大，同级别的车，轩逸的空间没的说	1
价格，价格，还是价格，太具性价比了	1
送的东西没啥用，也不带导航，倒车影像，要自己加	-1
空间特别大，感觉是按B级别车造车	1
内饰做工有些单调，希望这方面能有所加强	-1
后排相对来说比较窄，有愧于4800多的车长	-1
后挡风镜应该有个雨刮的，或者为掀背车，才更具复古风格，因为本来就是丰田2000GT的外观衍生的，	-1
买的顶配，该有的配置都有了，相对于这个价钱还是比较经济实惠的。	1
车漆软吧，目前车门不知道什么时候弄出来两个白道子	-1
发动机在40时速的时候会抖动 而且又一次在60的时候剧烈抖动	-1
车子太耀眼。老被朋友借走还有就是后备箱小了一点…再有就是ssss都是巨抠，竟然什么都不送。希望以后都不送，这样子就平衡了，哈哈	-1
油耗一直没下来，也许是我基本都是在市区跑的因素。出现过一次发动机故障指示灯亮起	-1
80码以上行驶速度，胎躁有点大，在可接受范围内吧！车内时不时有异响，有时天窗，有时副驾驶侧门。	-1
起步后提速比较慢，新车气味比较大。。。	-1
板车悬挂还调那么硬...我真是醉了......	-1
发动机1250转时，40-60码时方向盘抖动，百度查了发现是通病，灯光太暗本人近视，晚上几乎也不动车。打方向盘时有点硬	-1
动力，油耗，后排乘坐空间和外观，	1
后备箱空间小的可怜，次顶配没有电动座椅	-1
性价比很高，各方面综合素质都在平均水平左右	1
发动机噪音大，轮胎噪音大，车辆没后排座音箱，无倒车雷达，无中央扶手，无眼睛盒。	-1
车子空间大，后排坐4个成年人不成问题	1
内饰材料太塑料了，尾部外观设计和前面跟上不节奏	-1
内饰用料都是硬塑料，储物空间较少，人机工程学有待提高	-1
性价比不高，快赶上B级车的价格了，头部空间较小	-1
空间大，性价比高、不过看现在又降价了	1
氛围灯和方向盘就像艺术品一样无可挑剔，	1
大屏是个摆设…安卓的系统，封闭的安卓系统，什么应用都不能下…还有发动机仓的噪音大，毕竟价格在那，期望太高的就别选他，另外方向盘的多功能按键就是静音按键居然还有蓝牙挂电话的功能，你说为什么没有接电话的功能？？？？电话来了还要点屏幕…逆天…还有高速油耗会变高啊…如果巡航60-85最节油哦	-1
希望长城尽快增加运动型内饰，我相信会有更多了年轻人选择H6。	-1
动力，外观，无匙进入和启动，全景天窗，前后排位置很宽	1
天窗异响，门侧异响。这个价位的车不应该啊，没有倒车影像	-1
机器振动小，虽然噪音不小，但坐在车里不动时感觉不到多大振动。还有就是油耗，注意开，应该不到7。	1
油耗，中控异响，油耗简直逆天，都快赶上2.0T油耗了，真的挺费油！中控使用到7000公里后开始异响，找不到地方，但能听到！	-1
底盘太低了点，拓了两次底，哐当两下，下次去升降机看一下到底是怎样了。。。	-1
买的埃蓝唉，必须是外观啦，操控神马的都让小伙伴们夸的不值钱了。	1
噪音，标准的连个气囊都没有。加个气囊的舒适型要加9000块。有点黑。。。。	-1
售后维修居然没用丰田专用机油，新车刹车异响，发生过方向盘抱死问题。	-1
换挡有异响，前方没有倒车雷达，副驾驶没有电动座椅。	-1
手动座椅，真是。。XXX，妹子坐副驾是根本拧不动的。黑色钢琴烤漆太爱招灰尘了，当然，还有划痕。	-1
油耗稍微高点  也可能是我在市区跑的原因	-1
没有前雾灯，前雷达，椅子是旋钮旋的太费事，内饰低档，高速上跑的快的话噪音比较大	-1
前天窗遮阳帘异响，踩刹车油箱有咣当声	-1
我觉的指导价都47万的车了，配置还是有点低，	-1
油耗和空间是必须额！丰田嘛！大品牌！	1
发动机噪音大，D档/N档抖动。	-1
噪音问题，车内噪音太大，但是还是能接受，比较车的价格在那。	-1
方向盘有点沉，男的还能接受，女的开起来可能会有点累了。	-1
好像没，就是大灯太暗，晚上真心吃亏，远光灯都没别人大灯亮，去乡下开夜车很受欺负	-1
小毛病略多，才2000多公里，倒车雷达就有问题，而且汽油泵噪音在油少时噪音明显	-1
内饰做工比国产车强要多了，建议对比下就发现了	1
小问题太多，比如发动机盖渗油，座仓漏水，油箱盖经常打不开，目前买的修，怠速抖动大，高速120迈以上方向盘抖动，座椅抖动。	-1
动力稍微偏肉，跑了一千多公里发现左侧刹车有异响。	-1
油耗高啊,,,,,600元钱的93号跑了750公里路啊	-1
除了油耗稍微高点，别的没啥了，车可选择的颜色少了点。	-1
磨合期油耗较高，跟我的水平有关吧（新手）	-1
车辆行驶至1000多公里时仪表盘内及副驾驶中控下偶有异响，冷车及下雨天启动车辆时刹车杀猪般尖叫。	-1
居然没有放眼镜的地方！！！还有就是手刹！！后备箱比想象中要小，备胎占了太多空间！	-1
起步有些菜，不过毕竟是1.6的。	-1
配置太低了.空车近20万，电动座椅都没有，显示屏倒车影像也没有。没有一点优惠，啥东西也不送194900买入的	-1
1.内饰用料。2.动力，加速度。3.高配置。4.做工。5.空间。	1
相比09款减配了胎压监测、导航，关于异响问题，好像挺普遍，但是我没什么感觉。	-1
主要就是噪音，呼噜声和柴油发动机的声音。	-1
各种噪音和异响吧，感觉综合噪音控制还不如我之前开的普桑，尤其是发动机噪声，早上凉车打火全小区都听得见，后排的装具一颠簸也是咯吱乱响，希望奔腾能在后款车型上有所改进。	-1
车是15.7月产的据说是16款，感觉好多配置被减少了，自动大灯清洗没了，舒适版简配的也太简单了，影像雷达等等都没有。油耗室内稍微有点高，不过也还是能接受的	-1
中控太千篇一律了点，应该有点创新.	-1
后排座椅不能放倒，没有后视镜加热。听说有一定的概率烧机油	-1
坐后排时候减震确实硬，其他能接受	-1
acc在使用时，油耗较高。座垫角度无法调节，只能前后上下平移。车门关闭需用力。	-1
那就是油耗，官方挺低的，但是到现在都还没有下去，可能我还没跑高速吧	-1
2.0L车型动力相对来说是日系三强中最弱的。	-1
空间，比20多万的SUV都大，B级车的空间	1
车内细小的响声难以找到根源，可能是这款车的通病，后车门在行驶过程中也会发出响声，车窗不能一键升起。	-1
杂音大，加速无力，小毛病不断。中控出错过好几次，不知道什么时候，数据就自动恢复出厂了。还有钥匙遥控经常失灵。	-1
筒型座椅不适宜长途旅行，后排空间较小、板车。	-1
很多地方都不如人意，明明花了30来万，总被人认为是十几万买的车，性能跟不上，外观又很普通，舒适度也太不上感觉这款车名过其实。	-1
虽然做工方面感觉什么缝隙比较大一点，不过这个价位来说也不能要求国根苛刻。	-1
雨刮器压力大了点，后排空间不大，	-1
外观还有内饰开到哪里回头率都很高	1
20多万的车，只有主驾驶座椅是电动调节，副驾驶居然还是手动的。	-1
提车第二天就发现一些小毛病，雨刮器1/2档刮不动，行使中速度达到40或者80码时，车身莫名抖动！	-1
仪表台上的硬塑料件和没有空调后出风口。这两样东西也花不了厂家多少钱，不知为什么没有配备。	-1
大灯连个透镜都没有 主驾驶座椅纯手工调节 让你知道啥叫作 自己动手 丰衣足食。	-1
开不坏，油耗省。多次虐车，不出故障，下面有介绍。	1
后排空间小点，方向盘下面的皮圈还是什么会在打方向时吱吱的响。	-1
松刹车时有异响；车厢内有异味，不知是不是因为送的座椅真皮的缘故。	-1
逍客是一款既有SUV的越野性能，MPV的空间，同时还有轿车舒适性为一体的跨界车！	1
车内异响 朗逸车内的异响应该是通病了吧，由于前面的仪表台全是硬塑料的，时不时会传来阵阵异响。车门也同样如此，加速或者高速巡航的时候车门的共振声音非常明显。就连座椅有时候都会出现吱吱嘎嘎的声音。哎，把音乐打开直接忽略吧！	-1
油耗太高，行车灯开关按钮不明确，后背箱小，胎噪大，风噪大，加速车抖动。	-1
后排空间非常小，2个大人+一个小孩是极限（还要10岁以下的）；	-1
空间真给力，还有就是外观，还有就是三大件	1
新车刚刚提就在4S店受罪，方向盘嘎吱嘎吱响，	-1
油耗出乎预料，虽然当时买的时候就有高油耗的心里准备，可将近一块钱一公里的家用车还真让我有点吃不消了，现在唯独还报点希望是因为她还没出磨合期	-1
后驱车后排中间必须要过传动轴，会占用一定乘坐空间。	-1
有着和轿车相似的操控性能，提速很轻快，兼顾了一定的通过性，关键是油耗不高。	1
好像底盘有点低了/(ㄒoㄒ)/~~	-1
目前跑了2600多公里，出现了好多异响令我很恼火，主要是仪表盘异响，走搓板路简直无法接受，一个劲的响，音响开多大都抵挡不过它发出的噪音！其次主驾驶侧风挡玻璃和中控位置偶尔也会出现点小噪音！	-1
起步较肉，可能心理作用，总感觉超车加速什么的没底气，特别是时速80以下时。	-1
丰田的质量，故障少；日系车的低油耗；价格低，保养费用低，个人用很划算	1
性价比高，定速巡航，天窗，主驾电动，后视镜前排窗一键升降。	1
确定就是一些小毛病，比如中控可能天冷时候塑料比较硬，会响	-1
起步会窜一下，门上连瓶水都放不下，车内的门锁太古老了	-1
宝骏自能手动不熄火、不溜坡、不踩离合，非常适合我这个新手，且我媳妇驾照刚刚到手，非常非常适合我们哦；560的使用成本也非常的低哦，油耗也是很低哦！	1
没有多功能方向盘，没有铝合金轮毂，轮毂自己换的，导航也没有，也是自己换的，还有前后杠，脚踏板都是自己后期安装的。4S店就送的车模。	-1
我换的中控屏 有时候放音乐不知道为什么放不出来。	-1
它冷车的时候，转速高，发动机声音偏大。	-1
各种黑科技功能几乎都要选装，本身的配置也没有丝毫优势。	-1
备胎，还有一档和二档齿比差太多。车商场的速度。我的礼包……还要等多久。	-1
配置，配置相当高，在这个级别的车型中配这种配置吉利太给力了‘’	1
中门玻璃不能升降，无后空调出风口，空调经常跳，还没去检修	-1
经济实惠。油耗保养低。4S店免费洗车。一月4次洗车票。	1
中配超过10万了都没有配备ESP。	-1
更换过一个电瓶！底盘部件有生锈问题！	-1
胎压监测省了也罢，倒车雷达也减配！虽然有360全景，但声、像同时提醒才能确保安全。	-1
车漆真心薄，薄的让你蛋疼，回来不到一个月，伤痕累累！车皮也薄，给人亲一下绝对损失大大，很多时候看着白白的小天，有那么多的伤痕，我蛋疼不已！哎.... 还有就是底盘太低，会老家经常刮的轰轰响。	-1
绅宝D50搭载了大容量6安全气囊, 搭载了由全路保障（Anywhere）、全天智护（Anytime）、全家无忧（Anyone）构建的“北欧3A安全体系”。	1
肯定是动力和价格啦，24万6体验279马力8速合资车。	1
全系应提升统一标配，比如行李架、调动座椅副驾、座椅通风，感觉这些都是基础的！换个大脚！	-1
油耗太高了。今天过减速带听见副驾驶那边有异响，像螺丝松了，抖动的声音。还没去查原因。	-1
噪音异响，座椅或者是减震总是有吱嘎吱嘎的声音。	-1
当然是外观和配置了，这一点毋庸置疑	1
没有自动大灯，没有后视镜加热，准备自己加个	-1
外观和动力，开起来的操作感让我开了就不想再开家其他牌子的车了。	1
后排空间偏小，中间隆起较高，后排座椅深度较小。	-1
储物空间稍微小一点，油耗跑市里有点高，USB口确实小点	-1
胎噪大，还有后排空间和头部空间小。	-1
：轮毂与大灯，存米米，有钱了再改（不过听总监哥哥给我说，你开久了，就没心思切换了，要换趁新车赶紧换）。	-1
后座中间未作平整型设计，还是凸出来一块（看到CRV那种后排平整型的就羡慕）	-1
油耗低，超乎想像，原以为能在8升左右，谁知道5000公里首保时，综合油耗显示是7升。	1
性价比高 今年资金周转比较大 选车只能从这个级别选了 Q5优惠加上活动 没想到裸车能拿到这个价格	1
除了外观，最值得称赞的是油耗！上高速之前加满油320元，跑了近500多公里，还剩三分之二，电脑显示综合油耗4.9L！	1
油耗大，目前跑了400多公里，油耗13Lkm。	-1
呵呵，大众的话价格确实比别的品牌要高一点	-1
外观内饰动力，安全辅助系统驾驶员辅助系统配置高。	1
有点噪音，导航连接蓝牙或手机互联有杂音，油耗不知什么时候能降下来	-1
导航不能跨区域使用，上次从山东到天津只能一个市一个市的导航，也可能我不会用问客服也没能解决，望各位前辈指点。	-1
异响多，中控台、扶手箱、门板，强迫症的慎重考虑	-1
空间，大众尚酷让我们这些穷屌丝们用平民的价格开上了跑车，并且是高质量的进口跑车。	1
空间大，后排座椅往前翻起后有着非常大的载物空间	1
后排座椅不能放到。很多A级车都能，不过也不是大问题	-1
现在跑下来油耗有点高，但还在承受范围。	-1
空间非常大， 后备箱也大。新车没有多大异味	1
内饰节点细节处理不到位，给人感觉偷工减料。发动机隔音有待提高。	-1
后备箱顶部裸露线束什么的全部漏在外面	-1
动力，毋庸置疑，买的时候就是看中这个	1
舒适版没有侧气囊、尾灯不是LED、无后保险杠（据传）。	-1
优点就是性价比非常的高，同等价格，配置要高出好多，二米八的轴距空间也特别大，第二排都是独立的座椅	1
踩油门有点蜂鸣声，车窗户没有外密封条。。。没有雾灯，没倒车雷达，没后视镜加热，这能值几个钱啊！后备箱左边缝隙有点大，不过无所谓了~~车无完车	-1
内饰考究，外观时常，城市SUV中的越野车	1
同价位来说配置较低，我选的是加天窗选装包，才有倒车雷达跟定速巡航。座椅布的，没有电动调节就算了，靠背调节是用手转的。大灯还是卤素灯，没有后排出风口，没有多功能方向盘。后期加装费用高。	-1
十几万的车系里空间算大，特别是尾箱。	1
转速有点高，我走高速118转速是3000转，平时80码也有2100，100码2500-2600.而我朋友的翼虎100码还不到2000转。	-1
油耗低，90码跑高速，跑过百公里6.1升。	1
动力线性。6缸和3.0排量算是家用车里比较大的，尤其当下T字当道的年代，自吸发动机屈指可数。	1
高速行驶噪音稍大，特别是过了80码，地盘略颠，感觉不如20万级别的轿车	-1
爱妻配置与同级别相比比较低吧，esp没有标配，高速风噪大，仪表盘和中控屏内的异响	-1
避震是比较硬的，没什么隔音做工，16寸轮毂太浪费这车的颜值了迟早换	-1
动力太肉，反应延迟；在红绿灯启动时，我油门都感觉踩下一半了，车子半天没反应一看转速没到2000，不过过了2000动力就来了。	-1
中控台异响 变速箱托档明显，在1200转左右会有感觉	-1
离地间隙过小，底盘没有喷护甲，喷个护甲要多少钱啊？	-1
起步太肉，变速箱4000公里前有少少响档，不好转1档及倒档。	-1
开了2.4万公里了，换过雨刮臂、副驾驶车窗升降单元。	-1
该死的的自动泊车，我觉得这个功能还是不要用，只要车库稍微有点不标准就要撞，大众工程师啊，醉了	-1
空间大，后排坐着脚不顶前排。	1
品牌     .动力   .空间    .外观.内饰	1
