comment	score
动力和空间。动力只要发动机在1700转以上踩油门随叫随到。空间2排放倒跟面包车差不多，只是要短点	1
高科技配置，油耗百公里7升多不到8升。	1
10万的车，副驾驶座位居然是手动调节。	-1
外观。 外观，外观， 重要的事说三遍。 内饰也是我选这个车的关键所在。	1
油耗，异响不知道是中控还是右门，	-1
配置太低，同价位的好多配置，这车都没有	-1
没有通用usb接口   ，没有导航，	-1
呲呲的漏气声，和发动机没办法看油标尺在就是噪音问题。	-1
外观挺有型，性价比高，舒适型高，空间大，安全性高，油耗不算高	1
后排空间，腿部空间较小，黑内，前排座椅后面总是有脚印。	-1
没有随速自动落锁（留有接口准备自己买个控件插上，某宝上才一百多，厂家连这点也省，真缺远见）、没有自动锁车功能（新手偶尔忘锁车）	-1
各种小的细节问题吧，车内内饰摸着感觉和纸板的似的。毕竟价格在哪里摆着了，勉强也能接受吧。提车没几天，有一些网友说的问题还没出现。	-1
后排椅子不可调，靠背有点直了。苦逼的等了7个月提车。	-1
不看脉速表根本都不知道在提速，有木有啊！！！！！然后换六档略微（就只能用略微这个词了）有那么一丢丢的提速的感觉	1
油耗很省现在跑了360公里油表显示还剩大半油箱共加了52升275元	1
胎噪大，发动机噪音大，降噪有待提高，听说保养费用相对卡罗拉等车也较高，引擎盖液压杆改成普通撑杆，要是女的肯定推不起来引擎盖	-1
应该就是底盘了，好怕像铲车一样，吃土……	-1
空间大，性价比底盘也高。这几个算是让我中毒的原因	1
外观不是让人一眼相中的，细节的处理不是很到位	-1
2012-13款的20i车型配置特别乱，让先提车的人感觉很亏	-1
外观吧！自主研发的，不像某风某某某某某各种仿…油耗不高……	1
买H6C 首先看中的就是外观，整体比较年轻型，设计还是比较有特色	-1
标配木有中间扶手，没有倒车雷达，随车配送的原装脚垫很寒碜人。不过这些都不是事，我准备过一阵花100多装个普通扶手，在装个倒车影像，花下来不到2000，总之这都不是事	-1
自然是拉轰的外观，相信买这车的人多数是冲着外观去的。	1
当然是颜值颜值颜值，复要的事说三遍。	1
基础配置 该标配的不是标配 180万＋的车居然没有胎压检测	-1
后悬挂一直是心病，不过基本没什么影响。为此我特意去开了一下高尔夫的六代，城市感觉不出来，但是回乡下走烂路还是起伏比6大一些的。坐后面感觉比前面明显。	-1
油耗很低，跑高速只要4.7个油耗，城区9个左右，国道7个左右，综合油耗平均5毛7一公里，我加了750元的有跑了1340公里。	1
ESP,遥控钥匙只配了一个，报警没有声音，后视镜没有自动折叠和加热功能。	-1
发动机故障灯亮，解了两次码都没消掉	-1
动力起步123档弱，四档以上提速超车都没问题，隔音有待提高	-1
油耗，重置后跑了132公里的国道，平均油耗5.5，磨合期，新手，有图有真相。	1
外观也是560的一大亮点吧，看图片就知道了	-1
20多万的车没有定速巡航，副驾驶手动调节，脚刹，车灯太暗了，因为没开，先说这些。	-1
内饰颜色没得选，清一色黑。中控都是硬塑料，方向盘只有上下调节，没有眼睛盒和后排阅读灯。	-1
冷天起步刹车有异响，在网上一查是宝来通病；另外刚上市新车，4S啥都不送；	-1
还是价格吧，还有就是配件太少。	-1
板车悬挂，过隔离带和砂石路太硬，舒适性大打折扣。	-1
订车时间太长 等了4个月才有车 虽然4坐 但是后排脚部空间几乎为0	-1
就是发动机和胎噪大，还有减配??中高配有倒车影像没有倒车雷达，地盘的有倒车雷达没有倒车影像	-1
发动机噪音，不能踩油门，一踩油门滋滋的声音就出现了	-1
感觉到这车在低速跑时，发动机机发出的噪音异常大，车内有异响。而且2.0SBQ没有倒车影像。	-1
时速降到20时，有前冲力，刹车不能放松。智能设备还有欠缺	-1
空间大，全家出行没问题。车震的话，170左右刚好，不然腿伸不开	1
后排中间的凸起。十个人当中有九个反应为什么非要这么设计。	-1
起步时发动机嗡嗡响，百度了后是什么二次冷却系统	-1
全车配置，esp，上坡辅助，一键启动。	1
4S店太抠，发动机声音有点响，什么东西都没有送。卖的东西还贵。	-1
动力吧  和朋友的凌派相比 他虽然1.8的排量 单起步动力不在一个档次上  60码后 基本上就差不多了	1
副驾驶门音响声音大了有异响。首保去店里让他们整整去。。还有就是右侧后门玻璃升降机不怎么好使	-1
没有水温表 没有防侧滑开关开车手机没地方放放小东西的地方太少 过个高速收费站找的零钱不知道放那12挡必须深踩油门才有推背感觉晚上倒车灯太黑，遇到没有路灯的地方看不到后面的路。	-1
声音那个哒哒哒哒哒哒啊……	-1
价格便宜，手感像小车，装载像面包，关键朋友都说值	1
天窗异响，后来看看不是天窗是后备箱里的东西在响，窃喜自己没中奖！	-1
因为是防爆胎。小坑洼什么的咯死人。那声音。哎。	-1
悬挂比较硬     稍微烂点的路悬挂声音太大    驾驶室门板有一点掉漆	-1
油耗低，省的开4个多，费点开5个多，都是在市里	1
空间，性价比，内饰，还有只有我们华泰车主才知道的SSSS店，我们叫那老板 《老胡》，车主的关系和他都很融洽。	1
油耗暂时有点高14个开了200公里不到点 音响有点小差	-1
A柱盲区有点大，每次转向都得特别注意。后备箱有点小。	-1
内饰做工还有提升的空间，雨刷不给力，刮水过程中左边一直在抖动，4S也解决不了，可能是设计缺陷！	-1
后排地板不是纯平,座椅不可放平.车身宽度有点窄	-1
追求动力的朋友无需考虑，还有新车味道大，大灯不是很亮。	-1
配置稍有欠缺，330智行做位1.8顶配，没有中控8寸大屏，倒车影像不应该。	-1
科技感太少 没有导航 没有记录仪 屏幕那么小 还没有触控 新车连个脚垫都没有 车内气味大	-1
变速箱的换挡逻辑有问题，后悬挂确实是硬伤，特别是过比较高的减速带的时候	-1
发动机自动启停，不能因为是所谓智能的，就剥夺了我选择的权利。	-1
前排扶手有点靠后，影响后排的人乘坐	-1
空间大，油耗低，要加速感，只要舍得油，二三档还是挺有感觉的！	1
动力，外观，油耗，还有传说中的三大件	1
就一把遥控钥匙、儿童锁还要用钥匙手动开启、现在很多都已经是电子按钮了	-1
就是相中了空间大小才买的轩逸，还有就是日本车发动机不孬。挂牌的时候碰见一位轩逸老车主，跑了13W，基本没毛病，油耗特低。	1
1.8T 204马力 310扭矩 跑起来想自然吸气 但提速涡轮介入后很明显	1
4档的自动变速箱显然落伍了，跑10000公里了噪音明显加大。	-1
内饰吧！颜色搭配得天衣无逢。中意	1
后备箱不能放平，总是一个心结，但是没办法，自己改装吧	-1
2.0没有定速巡航，我同事的世嘉都有，车窗断电不能升降。	-1
底盘低了点，今天去掉鱼陷车磕底了。还有想换个18寸235的轮胎都换不了	-1
这款车型的配置太低，相比较老轩逸简配太多，比新轩逸配置也少很多，没有发动机防盗这点经典轩逸的车友们抱怨的是最多的。	-1
车灯、车灯、车灯，还有那个没有夜光的按键。。。	-1
配置太低，没有智能钥匙，没有雾灯，中央扶手箱没有，后备箱灯也没有，还是铁轮毂，真让人寒心！	-1
主要是跑市区，油耗没降下去，多跑跑高速应该就下去了	-1
配置太低 10多万的车 就一个ABS 其他的配置都没有	-1
配置太低，相对这个价格来说其他车辆的配置真的比大汉要高出许多，就连雷达都需要顶配车型才配备！	-1
要说非要找的话我只能说TB也太抠了，一个发动机罩多少钱，你非让某宝的把这个钱给赚去吗	-1
迈腾转向轻，刹车和油门踏板力度比较轻。完全不像原来开的现代途胜，方向盘和刹车油门都重重的。	1
首先是外表，然后是这个价位的配置，相对来说该有的都有了。	1
暂时没有，很多人说油耗高。看自己情况，因为不怎么堵车，所以，10个以内，都能接受。毕竟车大。排量再小的车，堵车不走的话，油耗也要大得多。	-1
加油是发动机有滋滋声，我档把行程有点长，	-1
没有倒车雷达，定速巡航，眼镜盒，扶手箱靠后，导致后排空间太不大，没有后空调！	-1
外观，选择这车就是冲着外观去的，尤其是自动档的轮毂简直帅呆了。	1
前玻璃和左侧玻璃有点儿反光，不知道其他车友是怎么解决的，后排靠背不能放倒，害得我买的后背套无法安装。	-1
舒适性稍逊色，加速时声音稍大了一点，1.6的被阉割了ESP	-1
蜡烛灯。异响。动力。变速箱！！！	-1
前期提速油门踩深了变速箱反应不过来	-1
油耗非常的低，可能我说出来你们都不信，目前行驶1300多公里，才加了600块的油，现在油表还有有一半！	1
之前用惯了小轿车，换这个车了没什么操控感。	-1
外观咯，不然谁会买这车呢~	1
前悬挂，太硬了，过坎的时候感觉轮子和车体脱节了一样.	-1
悬挂和轮胎尺寸不匹配，过减速带能感觉到，车大，但悬挂不是很协调	-1
新车油耗市区只有八点多，对于一个1.5t而且还是磨合期的车来说算是相当低了吧！	1
配置骗少，最需要的蓝牙电话，定速巡航没有	-1
内饰颜色太单调了灰糊糊的一片，还有就是4个14寸的小铁轮毂实在太不符合这个时代了，	-1
车在低速的情况下能听见油在油箱里恍动的声音，比较烦人	-1
空调不出风！天幕遮阳板打不开！方向盘跑偏！后备箱小！悬梁很硬，有点像面包车	-1
变速箱问题多多，30-40码抖动，冬季变速箱低温保护，低速溜车自动加速，升档缓慢。	-1
开了1周多的时候，碰到了下暴雨，结果雨刮器没挂几下，就出了声音，还没去4S店检查维修呢，貌似是X3普遍现象？	-1
动力和操控性，油门一点车就窜出去了，过弯的灵敏度超级高的。	1
后备箱空间小一点，老想把备胎给卸了，但是为了安全还是忍忍吧！	-1
噪音太大，后悬挂太硬，车辆自重太轻。	-1
变速箱反应迟钝，每次踩了油门都要等2秒才有反应！俗称:这车有点楞！	-1
方向有点偏左，过减速带后排较颠...	-1
空间比较狭小，尤其是后排空间比较局促，后备箱也小，有点减配，没后防撞梁。异响的小问题也有。	-1
胎噪，发动机低速区噪音，变速箱油管脱落迹象。	-1
配置较低，没有倒车雷达和轮胎监测。	-1
行使的时候方向太重，50KM/h以下提速太肉，而且没有彩色大屏！	-1
发动机DVVT技术也是我看上的其中一个原因。价格比其他厂家，同等价位配置更高。	1
2档升3档转数要2500，发动机声音能听到。	-1
外观大家公认的，没的说！内饰在同价位车型中也算是佼佼者了！造型还是比较符合现代人的审美。。	1
竟然没有倒车雷达，难道开斯巴鲁都是高手吗？	-1
就是内饰太传统，感觉和开速腾没什么区别。	-1
遇到了论坛中所说的问题，脱档、电报音、中控异响、都出现了，但是最不能忍受的就是中控异响，太掉渣了，室外温度8度以下，异响开始袭来，零度以下，异响达到高潮，这就说明了为什么公爵要在海南开发布会了，高明啊。	-1
后排空间有点小，主要是后排头部空间吧，后排头部空间由于设计问题吧，后排头顶的空间相对比较小	-1
跑高速因为是后驱  速度高了胎噪声音有点大	-1
才提车15天昨天晚上后备箱就自动打开了，打电话给ssss说是我不小心按到了，我想问的是我大晚上梦游起来按啊《很确定钥匙是放在桌子上的》	-1
油耗高.  .右雨刮器不平整章配工艺很妈妈呼呼的。没办法啦，7万2块钱的车就是这样子的，知道。自动挡起步的时候可能声音稍大一点点。	-1
内饰，内饰的用料大部分都是硬塑，引擎盖和门板内都没有安放隔音棉，一些裸露的线路，这些都是不是大众应有的出品。	-1
胎噪比较大，轮胎的原因，韩泰轮胎太硬了！	-1
空间，内饰，安全配置，大众车标，平底方向盘转向辅助灯。经常用到的东西全有了，没有什么味道。	1
减震有点略硬  可能跟轮胎宽 胎壁薄 有关系	-1
外观内饰，浓浓的大众风格，鬼子车是不能比的。	1
前排储物空间有点少。其他的还真没有。买Gs就无所谓油耗了吧。还有一个就是后期保养。可能要比自吸机贵一些吧。	-1
后排空间较小，买车到现在跑了8000公里出现了几次第一次打火不着的现象，前避震冬天异响。	-1
头批手动挡的少些配置。现在手动配置齐了，可惜买早了	-1
1.5T的动力还是稍微欠缺，起步稍肉，要舍得给油	-1
性价比真的是太高了，双十一从天猫购入，前300名付款。车价才60830元，加装导航，加购置税和全险落地总共不到7W元。简直太划算了。	1
后悬挂由原来的独立变为现在的非独立，1.6车型电气系统平台减配为PQ25平台。	-1
这个级别的车，竟然都不给个发动机护板，送脚垫不送后备箱垫。真是往死里抠哇。只有主驾车窗防夹，其他三个窗没有，主驾能被夹了也算奇葩，而且我觉得为了安全，主驾不应该做成防夹的，反而其他三个窗应该防夹。另，有过一次多媒体死机，不能关，断电后恢复正常	-1
当然是这车的空间喽！！！！	1
外观，操控性，一键启动，独立悬挂。	1
A柱附近的内饰件有异响，内饰细节处理还需要加强	-1
方向盘原地打方向有异响，也没放在心上，其他暂时没有	-1
车上没有自动导航，和雷达，自己要花钱配置！	-1
小毛病太多！买车之前，曾经看过论坛里介绍的说会有这样或那样的问题，不过买了之后还真的遇到了。如：车子在1600公里时就出现了方向盘异响，现在刚跑了2100公里，打算保养的时候让4S好好检查下！	-1
外观和内饰、主动安全配置高。中国人，爱国心，中华车，V5威武。。。。	1
油耗过高  二十万的 A 级车竟然没有电动座椅	-1
应该就是空间和外观吧，亲戚朋友一看就说这车子真大，心头还是暗爽哈。	1
油耗高，我解决问题了，把它改天然气了，	-1
空间大 全景天窗 油耗接受范围 现在200多公里 9.0 平均油耗 市区的话9.7	1
因为是标准型，竟能把座椅滑轨的保护套也给省了，开空调明显动力有衰减。	-1
后排中间地台突起高，大灯是卤素而不是氙气的	-1
胎噪有些大，没有后防撞钢梁是最不科学的，韩泰的轮胎噪音也比较大，地盘装甲也只喷了地盘两侧。	-1
大灯下雨过后有雾气，车窗刚刚开始有异响。小毛病挺多的，不过都不是什么大问题。	-1
后备箱空间过剩（相对来说），导致后排座椅腿部空间略小，180cm以上的人乘坐，长距离行驶感觉局促，如果后排座椅稍微向后5cm，效果要好得多。	-1
首先是外观，其次是空间，第三是悬挂，最后是操控	1
轮胎小了点，底盘有点低，灯也不太亮，要自己换灯泡？	-1
1档低速蠕行有抖动，纸糊轮胎一定换掉	-1
还是动力，因为快了还想更快，所以。	-1
当然就是油耗啦，还有就是车门合上的缝隙大了点，最最要命的是起步的时候老是熄火，不管是销售员开的、还是我请的经验丰富的人开的，总有那么四五次，我就更不用说啦，何况还是新手呢！	-1
动力，现在开空调，动力也是随叫随到。内饰	1
前驱的构造爬坡真的不如后驱，没什么力气。再加上后备箱有点异响，开起来特别吵	-1
当然是中控了，一成不变的中庸，要是能有A6L那样的中控，我想Q5肯定不愁卖啊！	-1
这车的配置还差个中控彩屏，当时感觉没彩屏还是挺纠结的，为了这个配置在添钱买高配不值。	-1
外观，绝对是外观！空间，那是相当大啊，配置，秒杀同价位合资车。	1
自带的导航上音乐播放居然不能按文件夹播放。	-1
方向盘没有前后调节、安全带无法调节 后排中间没头枕和中央扶手。	-1
油耗稍高点，不过SUV都这样，还能接受	-1
配置 想买帕萨特18寸轮毂油耗。。16轮毂内部配置。。。	1
导航作为选配觉得不太厚道，几万块的车都会标配导航！	-1
车子噪音太大原厂隔音做的不怎么样。	-1
这还用说？首先是外观，再就是内饰。真是舍我其谁	1
本人男，第一次无理由购买一见钟情的外观，	1
暂时未发现质量问题，小毛病都是出在通用的态度上，比如中控台异响以及新车方向盘不正，诸如此类本该避免的问题。	-1
配置太低，车内设计传统没有新意。	-1
缺点一定会有的，毕竟金无足赤，人无完人嘛！但是我的雷凌才跑了500多公里，暂时没发现。如果非要说的话那就是 为啥轮胎有普利司通的和韩泰的，难道一个是亲妈一个是后续的？	-1
油耗高，200公里19的油，送的全包座套把侧气囊都包起来了，跑起来变道都飘，没开过MPV不知道是不是都这个毛病	-1
配置低，配置低，配置低，重要的事情说3遍！	-1
当然是空间了！油耗比我的中华v1,5t还低	1
后悬挂太硬了，异响变多。走水泥路过减速带有酸酸地异响，开快点的话过烂路都想砸车了。	-1
噪音灰常大特别是刚启动得时候    震动大怠速时座椅都在震  朋友开玩笑说这还不如他的五菱之光呢   底盘低经常拖底没有中控大屏倒车影像	-1
性价比很高，空间大，油耗低，颜值高，倒车影像、倒车雷达、ESP等安全系统齐备！	1
后备箱空间稍小，无自动升降车窗功能。	-1
空间大，平时要拉点货，不拉货的时候家用，还在6万左右，我左看右看都觉得这车是为我度身定做的^_^哈哈	1
保养费用有些高，都快赶上BBA了。车门走烂路有些异响	-1
全塑件感觉质感较低，轮胎小，感觉比率有一点不协调。	-1
外观和操控，确实如大家所说的指哪打哪儿。	1
细节细节细节！细节做工真的要再好好提高！	-1
暂时没发现，目前没发现什么小毛病。前排储物空间有点少，其他等待观察。	-1
四线城市，优惠太少，裸车优惠1.2万。送贴膜，坐等小东西。另外要吐嘈的是仪表盘简配太多，为什么不能和增压的一样，哪怕多点钱，相信广大1.6的车友都有同感。	-1
停车后无法升降车窗玻璃，发动机一熄火车窗都无法动了！空调压缩机声音明显	-1
内饰比较普通，不过电子手刹很有科技感	-1
没有倒车雷达，虽然有360影像。没有后视镜加热，只有顶配2.5的有。	-1
配置齐全，空间方面也是宝利格的强项,配置齐全，空间方面也是宝利格的强项	1
配置方面感觉有点蛋疼，同等价格中配置悬殊太大，而且低配的低得比较可怜。	-1
开着开着有点异响，开窗关车门时感觉窗户会晃，没有厚重感。	-1
空间跟油耗吧，很差人说油耗，别人都不相信。	1
后排空间非常大，翘二郎腿完全没问题，给我的感觉就是长途我宁愿坐后排而不是开车。。。	1
没有专属的眼镜盒 空调不是自动模式的 油箱的容积有点小	-1
没有日间行车灯，没有自动落锁上自动上锁，四驱风尚版没有后视镜自动收叠功能	-1
起步时，一档二挡换挡太突兀！我基本上从一档升二挡都要冲一下，好多老司机都要离我几十米远	-1
就是起步阶段，刹车。倒车时有异响。	-1
主驾位置的车窗升降器出现过两次失灵！近两天又出现天窗按钮失灵的情况！	-1
外观，空间，天窗，发动机，轮胎尺寸	1
底盘还是有点低，轮胎不是越野胎，虽然是大牌货～	-1
门板上用的是硬塑料，遮阳板没有灯，驾驶座遮阳板连个镜子都没有，座椅后背调节竟然是反人类的旋钮设计	-1
目前为止没觉得有什么比较突出的优点，也就是带了定速巡航和ESP。	1
我身材好大，觉得主驾驶放风玻璃角度倾斜过大。视觉有些窄。有时中控台有异响，找不到原因。怀疑是暴晒所致？？	-1
油耗有点高，目前在磨合期，加上本人新手，300KM，平均12.9L/100KM	-1
动力！无可厚非！2.0缸内直喷发动机！推背感太强！车内配置高，国产车的优点！	1
前悬挂异响，买车至今未给解决！	-1
性价比比较高，内饰很有档次，电子档加拨片也是个人喜好。	1
油耗有点高，跑高速的话大概在每公里6.2角，跑市区大概样在八角钱，车窗有响声，平路没有，就是走在土路上的时候就有声音，不知道是玻璃螺丝没弄紧还是什么，等到首保在去问问。	-1
后排没有出风口还搞个东西那么凸出来，没用占地方	-1
前面底盘太低了点，走泥路有时会衬到底盘。	-1
外型，油号，配置，该有的都有	1
内饰太简化了。油耗还是有点高，可能是还在磨合期吧。过了磨合期希望会降低。	-1
车内空间偏小了，白色车漆不是金属漆，大灯不带日行灯，低配原厂无倒车雷达。	-1
内饰做工有待提高，塑料感强；噪音高速上大	-1
24万的车，内饰无比“低调”，真的不如买卡迪拉克atsl	-1
也是大多数途观车主的一点，拖档共振，刷了变速箱程序和4驱程序，有所改善	-1
后排空间小，悬架硬，车标被好多人认成帝豪。	-1
副驾驶座没有电动座椅调节，手动真的太难调了。	-1
空间稍微小一点,噪音有点大,起伏路面感觉减震硬,	-1
外观，外观，外观。重要的事情要说3遍	1
油耗真心低，上面4.7的油耗都是综合略估的，长途高速，会比这个还低！	1
后仓没有遮物帘，导航偶尔进不去闪退！锁车不支持车窗自动关闭！????	-1
油耗高速油耗7.3左右！市区9.3左右！	1
渣变速箱，好好的169马力直喷发动机被变速箱给毁了，不得不说变速箱确实是通用的弱项，这个双离合更是威朗的弱点。刚提车时没动静，现在低速1、2档过减速带，起步换挡偶尔能听见响声，倒车加油门有时候开窗也能听见响声。滑行减速在30左右有明显的拖拽感，像踩了刹车，到了时速18左右又有突然放开刹车的感觉。	-1
后备箱放平较短，自驾游莫法直接当车床。	-1
油耗低，加一百能跑250公里.	1
经典款的外观，掀背后备箱，后独立悬架，牵引力控制	1
后排空间有点小 车子比较低 我爸爸上车一直撞头	-1
希望油耗能降下来，别人都6.5我有时候上8个多	-1
当初买它就是奔着外观和油耗去的。	1
性价比还是比较高，价格在5-6万，保养费用也比较低，是一款好车	1
车速80-90，就可听到胎噪声，可能是车的隔音做的还不完善，或是车就这价位，一分钱一分货	-1
空间大到没朋友，很空旷很空旷很空旷，重要的事情说三遍	1
性价比，只比1.4T自舒贵3000，但是多了双U形氙气大灯，真皮座椅，满身25周年车标，全国2500台，还能找到比这个性价比更高的高尔夫么	1
胎噪大、车漆薄，胎噪吧将来换轮胎能解决，这车漆薄的简直不敢碰啊，行车时碰旁的石子打到车门上就是一道伤痕啊！	-1
天窗还是选装包！没多功能方向盘。！	-1
后排座椅不能角度调节，少2个气囊	-1
大灯能不能比行车灯亮啊，这价格的车大灯连透镜也没有。车身真的高，还有就是这车你1.4的动力有必要配这么宽的轮胎不。	-1
没有防炫目后视镜，不能自动拆叠。单排汽管。	-1
没有ESP开关，中控塑料多，座椅调整旋钮	-1
车内有异响,有时中控位置,有时座位上,有的时候又听不到了.	-1
外观，回头率非常高，经常被人指指点点的猜测这是什么车！	1
空间，动力，内饰，外观，音响（选装包）	1
坡道起步老是熄火，不知道是不是新手的缘故，本人去年刚拿的驾照。当初如果有CVT，我肯定买了CVT。	-1
空间啦，外观，回头率百分百的感觉，动力啦！油耗真的不觉得高，跑了1500加了700大洋，大家说勒！	1
高速噪音大，没有雾灯，没有防盗灯，没有化妆镜灯，遥控器太灵敏	-1
空间比较大，后排座椅放倒后，储物空间就更大了 。	1
太硬了  不管是悬挂还是座椅，都太硬了。	-1
新车刚买半个月行驶了一千四百公里就出现了暖气箱漏水副驾驶位置	-1
1.没有备胎，长途驾驶总觉得没底。2.驾驶员座椅没有腰托。需要自己配个腰垫。3.总感觉后视范围有点小。	-1
天窗异响，每到60km/h的时候就吱吱响，最后经过我自己动手改造了一翻好多了，但是偶尔也会响的，而且这款车有导航居然没有倒车影像，安装倒车影像4S说还要换导航	-1
市区塞车情况下起步有点儿抖动，不知道为什么会出现这种情况。	-1
性价比吧，20万的车全景天窗，真皮座椅，配置算比较丰富的，燃油性也比较经济。	1
油泵声音大，胎噪大的离谱90左右就开始了，后备箱空间有点小，启动收音机自动打开.	-1
后排空间小的不是一点点，异响问题，路面状况稍微一差，这边就卡卡卡响个不停，其他的还有后悬挂低速时有异响	-1
频繁启动的散热风扇，声音实在太大了。	-1
没有锁车升窗功能，天窗小，没有独立悬架，没有自动挡	-1
发动机噪音，表现最明显的是在一二档的时候，也可能是我手动挡不太会开，脚重了，还有就是车上的一些缝隙，我这个表现最明显的就是油箱盖，压根跟车身就不是一个水平面的，	-1
油耗，目前200多公里，油耗8个，纯市区用。相信过了首保会降到6个左右。	1
这个价位，买到这种配置的车。	1
油耗有点高，但在SUV中已经算比较省的了，既然选择了SUV，就要接收它的油耗。	-1
异响，行驶了近1000公里了，感觉右前门或者副驾驶储物箱附近，有时走烂路时，嗡嗡响。时有时无。	-1
空间大，后排没有拱起来的那一块中间随便坐	1
当然是空间和颜值没的说，这是大家公认的，	1
减震稍硬，舒适度打了点折。	-1
吉利汽车涉嫌油耗造假：行车电脑显示8.6升/百公里，初驶1400公里，实际油耗165升，11.78升/百公里。	-1
后备箱裸露，没有220v电源，映射不支持安卓系统！	-1
在中大型车中较低的价格，五系超过三米的轴距空间非常大	1
全景天窗不能开，买后才发现内部空间有点小	-1
低配版本配置太低，就是个带轮子的沙发！	-1
没有倒车可视，需要自己加装，雾灯起雾二次	-1
后备箱稍小，一个大点行李箱就塞满了	-1
就是排量和油耗不太成正比，还有导航版本太低，CD配置低DVD的碟子不读，只认CD	-1
尊贵居然不配备18寸轮毂，内饰过于简单	-1
油耗，后备箱有点高，后备箱遮阳那块东西有点奇葩	-1
舒适版这个价格没有电动座椅，没有自动头灯，没有mib倒车影像导航，箱子里没有USB插口	-1
A柱粗大，影响视线，车长倒车有压力，无车头雷达。但要求不高，总体能接受。	-1
内饰全部硬塑料，异味有点大，空调一开始打开的时候也有很臭的味道出来，要吹好久了才不会	-1
应该配氙气灯，还是卤素灯，而且是个手动空调，不理解	-1
没有电子手刹或自动驻车功能，城市开车累。	-1
提速真的快，运动模式下踩满油门有种开跑车的赶脚，发动机声音也很威武	1
东日做工还有提高的空间，配置阉割有点吝啬后排不能调节，大灯无透镜车漆有点薄。	-1
异响，内饰塑料太多。冬天到处响。	-1
没有配备定速巡航，后保险杠是塑料的，外置收音机天线，车噪有点大，内饰太乞丐了。	-1
油耗，和轿车油耗差不多，还有舒适度都非常高。	1
自动挡，蓝牙，仿木纹饰板，双响炮仪表，帆布+皮的座套，后排空间大	1
提速过程发动机噪音明显大于其他车，后尾门右边尾灯之间缝隙特别大。	-1
恐怕还是发动机的呼噜声，甚至还听到一次啸音。	-1
百来万的车，音响不如凯美瑞，空调不开AC时会有嗡嗡声，座椅没通风不标配（而且还薄得可怜）	-1
1.日产移动大沙发，舒适度没的说2.底盘高通过性没问题3.2.5的排量 动力随叫随到 cvt的变速箱虽然没有推背感 但只要舍得给油 整个加速阶段还是比较线性（新车转数3000以内 速度100以内）4.前后排空间大，后排跷二郎腿都没问题5.全景天窗得赞一下，面积大，目前异响和漏水还都没遇到	1
动力咯。 跑高速，等着别人超，如果需要推背感强的话，那只能踩地板油了。	-1
悬挂太硬，没有DVD，大灯假双U。后视镜折叠不能在中控中设定锁车自动折叠。	-1
空间大;后排地板纯平,后靠背角度可调	1
座椅没有电动调节跟加热，倒车雷达也没有，后视镜加热	-1
跑高速噪音有点稍大。内饰出风口处有时有点小噪音。	-1
车的配置有点低，低配的连个雾灯都没有，钥匙也不是遥控的，后视镜的调节还是以前那种用手板来板去的。	-1
作为一款自动挡的车 油耗相当的低	1
超过100公里的时候方向盘有震动，怀疑是动平衡的问题，再开几天进店检查。	-1
超过一百声音有点大，胎噪，风噪，发动机的声音全出来了，还有小石子打在底盘的声音	-1
外观尺寸，内饰，后排乘坐空间，前排及后备箱储物空间	1
雨刮器声音让我这个强迫症想拆掉它！当然，还有它的小黄牙，为毛15款自舒没有选配氙灯！	-1
就是打方向的时候轮胎处老是有咯吱咯吱的声音	-1
