comment	score
后排座椅不能向后倾斜调节，长途时后排乘客尤其是老年人会比较困	-1
小毛病特多，现在买了很后悔	-1
主要是油耗，绳火是入刺的霉耗！绳民是入刺的金彩。这油耗也忒高了，不上高速，只要在城市里面上下班，天天堵车，争道抢行，油耗居高不下，啥时候是个头呢，简直没法搞哦。你说咋整捏？（河南话）	-1
低速倒车时刹车有吱吱的响声，好像是通病，而且这次赶上召回了	-1
虽然能开烂路，但是开烂路时后门有点响动	-1
作为掀背式，和韩泰轮胎的组合，胎噪还是明显的，但在能忍受范围之内，后备箱在没有适当的力气下有时候不能完全关闭，需要第二次关闭	-1
没有智能钥匙进车，锁车都得按一下钥匙	-1
后排空间稍微大一点点就行了。	-1
车漆确实薄，洗下车就能洗出丝丝印记。后备箱顶杆寒碜。	-1
就是过坎过小坑洼路面还是有点颠，另外倒车镜比较靠上，A柱大，拐弯要特别注意，后备箱有点小	-1
毕竟防人家，但有自个的性格，，	-1
离合太高，导航没有遮阳板，其他的暂时没发现。	-1
减震硬，胎噪高，漆面薄，车内有异响。	-1
轮毂阉割，排气阉割。	-1
现在跑下来油耗有点高，但还在承受范围。	-1
后座空间小，顶头。	-1
油门较软，空间稍小。	-1
就是油耗有点高，目前主要上下班用，几分钟的路程，车还没热就到了，高速跑了两三次，如果多跑跑高速，我相信油耗会降下来的	-1
胎噪，可能是因为佳通的轮胎。还有一个油耗。13个左右。	-1
上一代的内饰和中规版的配置，100w的车简配后座的控制面板就算了，你竟然不标配无匙进入但却配了无匙点火，这不是多此一举么？另外竟然不配吹风座椅，我之前买的cls350是带的，坑。	-1
手机互联想不通，不会弄	-1
座椅不带自动升降，4S没给我封釉	-1
目前没有，要说的话就是声音有点大，特别是开空调的时候。	-1
就是驾驶座座椅虽说是有电动调节，但我买的乞丐版的只有上下两项自动调节这是让我没有想到的。。。	-1
副驾驶位置有异响，是通病来的，过减速带时就会响	-1
单排气管，内饰比较渣，不是真皮打孔通风座椅，夏天空调开到冻的发抖，屁股下还是出汗会湿裤子。	-1
没有座椅加热和氙气灯，巡航定速。	-1
低配的轮子要小一号.还有就是过沙石路面,车子会有小石子打底盘的声音.	-1
驾驶员座位只有加热没有通风。	-1
小问题太多、大的问题发现、传动轴漏机油（已更换）、方向盘没有在正确位置上、导航大部分时间不能定位、后背箱有事打不开（按钮失效、间接性的）、	-1
新车味道有点大，低配雾灯都减了，减了，了	-1
仪表盘码数表50-60这个区间指针漏光刺眼尤其是在晚上，各种异响，副驾驶玻璃降下时咔咔响，30码过颠簸路段门窗异响。100码上高速不平路段玻璃异响。一汽大众造车就这个水准吗！！！	-1
猛踩油门，发动机声音有点大，	-1
轮毂16寸，原厂渣渣排气………	-1
倒车是最让人蛋疼的事，这么个中级SUV舍不得配雷达？！对！你没有看错！真TM没有雷达。。。	-1
动力动力啊，提速太肉了	-1
导航基本没用，上坡的时候稍微停顿会自动hold，原地或缓慢打方向的时候会有卡的感觉。	-1
有些细节要注意下品控，比如头枕拉高后开行车过程会产生异响	-1
后排空间、顶棚有点低、身材较高的做后边顶头	-1
速度上80以后进气格栅有口哨声，还没到店里去查，貌似是通病。跑了一次高速感觉胎噪有点儿大，韩泰轮胎，考虑过两年给换成米或者马的，先开着。后排减震过减速带时候感觉点儿硬，难道是减速带有点儿高？	-1
就是跑高速发动机转速太高，在转速2500上动力就很澎湃了，跑100码就要3100转，，太浪费。	-1
异响啊，异响啊！异响！重要的事说三遍！！	-1
轮毂啊，20万的车这个轮毂确实不怎么样。再有就是为啥没有单车影像呢，为啥？	-1
就在今天，这个车可能再外面堵车堵久了，我进车库挂R档，一点反应也没有！D档也没反应！正准备求高人指点！之前帖子也看过他的变速箱，但我真的不知道该怎么操作，才能降低这个劣势对驾驶人的影响	-1
悬挂和轮胎尺寸不匹配，过减速带能感觉到，车大，但悬挂不是很协调	-1
油耗高，油耗高，油耗高，重要的事情说三遍	-1
市区油耗高，没有一键启动，1.8没有带T的	-1
后备箱空间小了点不过还能凑合用，	-1
动力，在堵的路上，瞬间加速肉肉，如果想快大力加油，随来的发动机“哄“一声响。	-1
可能是新车油耗有点高	-1
动力如果在强点，与操控更加相配，才能摆脱平民跑成为性能车，甚至同级标杆。	-1
减震硬，后备箱不如老款大	-1
小屏幕，还有自动启停停说惠车	-1
双十一没有什么实惠！	-1
配件，后备箱撑杆坏过一次，2个月才给换上。。。	-1
座椅不是皮的，调整座椅还是手动的，电加热椅也没有	-1
内饰有点不耐脏，得自己好好爱惜保养	-1
后备箱和油箱盖只能用钥匙开启，异响有些。还有我新手比较难开。	-1
太娇贵，每次加油都要快乐跑	-1
发动机噪音大咱地球人都知道就不说了储物箱太少了真他妈蛋疼手机跟烟盒还有打火机都不知道放哪去	-1
车载系统有待更新更快更高，不然iPhone系统一更新，carplay就用不了了。	-1
没有倒车影像，便利性以及安全性配置缺失！	-1
扶手箱，太低，升出来又挡东西	-1
没后防撞梁，连个雷达都没有	-1
中控有点紧，导航不能收下去。	-1
第一天离合就有摩擦感异响，到现在也没有消除，查看论坛可能是通病。目前2000转以上换档明显，以下基本听不到（但感觉的到）。	-1
大多数人没有选择换轮毂，是因为不知道买什么轮毂才能保证质量	-1
新车味大配置有点低	-1
这车就是传说中简配的那一种，你应该明白的意思的。	-1
加速时发动机噪音大！配置低！四十多万的车，前座椅不是电动的，手刹位置太低，每次都要弯腰下去拉，应该配电子手刹。	-1
没有电动座椅，后视镜折叠，连日间行车灯都没有，有点坑！	-1
风噪和胎噪有点大，起步的时候没什么力，有时候需要大脚给油才跑，没有电子手刹	-1
有次不注意按到定速巡航，加油也不提速，吓了一跳！设计的那个大弹簧！！！！！	-1
油耗，油耗大概是大多数博瑞车主的集中槽点了吧，不过对于1.7吨的车来说，也不过分，能接受	-1
后排空间小了点，尾箱小的可怜。除了前脸改变了以外，尾部和老款一样。	-1
暂时没有，后面补充，可能就是油漆，看大部分都是这点。	-1
中央扶手箱太短我根本就用不了	-1
唯一的缺点就是提车需要等待的时间太长了，而且4S店也没有送什么礼品。	-1
发动机噪音确实大啊，特别到了90左右那个共震真接受不了	-1
刚开一千多公里，目前还没发现。	-1
动力还欠缺那么一点。	-1
没有眼镜盒，太阳镜没地方放	-1
细节做工要加强，特别是钣金方面，接缝外太大。	-1
变速箱在低速的时候会出现一顿一顿的.转速上来之后就没有了，不知道这算不算涡轮的缺点。	-1
起步经常熄火，挂二档不顺畅	-1
后备箱小，以前的车烧天然气，气罐基本上把后备箱占满了。不知道小V装上气罐会怎么样？（先声明本人坚决不改气）。音响真心不咋样！	-1
上高速，不隔音。配置有点低。	-1
开着窗开车，噪音有点大	-1
必须是后排了，唉	-1
以下几个小缺点：1、喇叭偶尔不复位。2、90公里以上有口哨声。	-1
空间还是小了一点，油耗在市内跑还是高了点儿。	-1
在品牌层面，华泰的影响力目前还并不能打动大部分消费者。	-1
运动版的悬挂太硬，每次过个减速带都感觉车子被抛了起来，还有就是空间有点点小。	-1
低配无天窗，无倒车雷达	-1
地盘低，经常跑烂路磕地盘	-1
二十几万的车还是半自动椅子，确实让人有想不明白大众的，不过大众一向这样，这点上真是让这个车品质感扣了分。	-1
小毛病经常有油耗稍微高点	-1
20多万尊贵型的车没有胎压监测，只能用CD而不是DVD	-1
已经豪华版了，还是蜡烛灯，没有胎压，自动大灯也没有，倒车雷达也要自己装。	-1
扶手箱有点靠后，不能前后移动	-1
无行车电脑，不是自发光仪表。	-1
就是缺少ESP，1.6你别想它会给你太多动感和驾驶激情。	-1
相对而言，后备箱较小。	-1
没有吧，如果有就是价格，咳咳	-1
车子油耗有点点高了	-1
一档到二档挂档有点咔，备胎不是全尺寸，才195，点烟器旁的车载电源插口是一直通电的，下车要随时拔插头，手机映射到屏幕上过于小，不能适应屏幕尺寸，不易操作。手刹虽然拉起来很轻，但是要很用力拉车子才不会后溜，手刹感觉半坡刹不住车。还有就是不知道这款车后悬架为什么不采用多悬架，而只是采用双独立悬架。	-1
车内异响，小毛病多	-1
没有前车雷达影响。	-1
噪音大，压力轴承易坏	-1
刹车异响。启步和倒车时，刹车未完全松开，嘎嘎响。四S解释是新车刹车紧，要磨合。	-1
变速箱和动力不协调，加速、减速在50迈时有挫顿感！	-1
没有防撞钢梁，从买车第二年开始，每次打车时变速箱里面会有异响，冬天声音会更大一些，找过几次销售，都说已经有很多车主反应过。还是落实不到位	-1
中配都没有天窗，开空调后动力明显下降，有时启动汽车的时候有一条胎的胎压会显示不出来，跑起来几分钟后又消失。还有就是A柱跟B柱太大，盲区面积广，平时转弯都非常小心。	-1
不知道是新车磨合阶段还是个人原因，总之耗油有些超乎自己的预料	-1
内饰老旧，铁轮毂，漆面薄，80以上噪音大	-1
导航，风噪，尾喉积碳。	-1
提车没多久，没有发现什么问题。	-1
起步的时候抬刹车有异响，过两天打算到4S店去看看，别的地方还没发现有问题	-1
后排的人跑长途的话会很累.B柱有些异响	-1
行李架得另外加，不如直接配个更愿意买	-1
质检形同虚设，把厂家试装车并存在很多缺陷的车子卖给销费者	-1
仪表台上的硬塑料件和没有空调后出风口。这两样东西也花不了厂家多少钱，不知为什么没有配备。	-1
3千转后发动机嘶吼，地盘有点低	-1
头批手动挡的少些配置。现在手动配置齐了，可惜买早了	-1
600公里已经有异响，还有dsg，怕怕。1档，2档有抖动，感觉还是挺明显，还有雨刮器是不是设计有问题，每次都会在玻璃上流一条水迹。	-1
雨刮器异响。车内味道大。新车发动机烧的味道臭。	-1
胎噪有些大，没有后防撞钢梁是最不科学的，韩泰的轮胎噪音也比较大，地盘装甲也只喷了地盘两侧。	-1
尾箱较高空间偏小	-1
下雨天转向异响，尾灯会起雾	-1
中控镀铬随着路面颠簸会有异响。	-1
配置、配置、配置，重要的事说三遍。	-1
胎噪。不得不说。。胎噪太大了。	-1
起步很肉毕竟新车不舍得给油门	-1
减震发硬，稍微有点异响.也在可接受范围	-1
刹车异响，电耳异响，抬油门时异响。	-1
居然没有放眼镜的地方！！！还有就是手刹！！后备箱比想象中要小，备胎占了太多空间！	-1
价高。配置低。灯没透镜。排气管不双出。没有倒车影像加装要拆车。中控小屏。没有互苹果手机互联。功能少。	-1
难起动冒烟呜哇呜哇呜哇呜哇呜哇呜哇呜哇呜哇呜哇呜哇呜哇呜哇	-1
非要说的话就是倒挡有的时候挂不上	-1
油泵声音大，脱档1800转，	-1
价格没有优惠，后排没有出风口。	-1
车顶比较直，比较奇特吧	-1
噪音大，1档2档卡壳，	-1
車門太高，進車庫取卡要人探出去（這個估計suv都一樣的）。提車沒几天廠商又搞活動了，心理有點不平衡。	-1
车身缝隙过大与方向盘偏右	-1
因为买的低配版，居然没有前雾灯、前雾灯，	-1
到目前還沒有發現,要真想挑毛病的話就是後座不能微調,少了電動尾門.	-1
油耗比同级要高，不知道是为什么?	-1
后排中间凸起较高，没有水温表。	-1
发动机异响，我觉得基本也不是啥大问题，刚买回来那会能听见，最近不知为啥听不见了，或许是没仔细听。后来还加装了隔热棉，夏天机盖温度小多了，不咋烫手了。	-1
新品车，毛病偏多。	-1
离合太高了，有着7年驾龄的我现在开还偶尔起步熄火！	-1
不耐脏,A柱有点点挡视线	-1
应该是油耗吧，目前还在磨合希望会下来。	-1
后杠设计过于保守，如果像POLOgti一样增加下扰流板，双出排气，尾部看起来会更加动感。	-1
车漆薄，车身都已经有划痕了。喇叭声音太温柔，像电瓶车喇叭。	-1
说实话，1.5自动，跑城里，油耗还能接受，在7--9之间，就是轮胎胎噪有点大，减震过滤有点硬。	-1
这个还用说吗···内饰，自己重新装饰了下	-1
动少较汽油版的逊色	-1
一个倒车灯！一个后雾灯。还左右对称～缺德的设计师	-1
1250转40码抖动，变速箱漏油，中控异响，电报音。	-1
：购买时被强制加价	-1
可惜的就是现在还没有自动挡，本人最想提自动挡的车。	-1
后备箱有点小，放个储物箱其他就放不了什么了。	-1
车子挂到五档再踩油门就感觉力不从心了	-1
新车味道。点火的时候有小共震，发动机没防护板。5月22号才发现轮不是尊亨版的，有被4S店偷天换日的嫌疑。	-1
1.5T双离合变速器吧多多少少有点排斥豪华型了还没有BOSE音响	-1
没有油温表，居然减配了。	-1
方向盘没有四向调节、变速箱齿比还需要优化，而且行程有点长	-1
减了中央扶手跟16寸轮毂。	-1
内饰，还有倒车雷达都没有	-1
悬挂很硬，经常下一跳。	-1
内饰！内饰！内饰！重要的事要说三遍，三菱啊，你还是长点心吧。	-1
空间。国产Q5并没有加长轴距，虽然短轴距对于操控是有利的，但着实压榨了室内的使用空间。	-1
变速线是国产的，还有后座空间	-1
外观很亮，内饰有点水	-1
还是动力，1.4吨的车身，1.6的发动机，确实有点小马拉大车的感觉，尤其满载的时候，但本人的话开车也不是那种图刺激的人，要不也不会看中这车了不。	-1
车后门处的镀铬饰条、和手刹、	-1
可惜的就是现在还没有自动挡，本人最想提自动挡的车	-1
唯一要说的缺点就是真心希望宝马能把座椅提高几个档次，这样价格的车还只配这样的座椅。再不说了，那个悬挂那么硬，颠簸路段我还以为自己在坐0.6小面包。所以买X5就真别提那什么舒适性的了！	-1
磨合期油耗1块钱一公里，还能接受开了一千多公里了，冷车时发动机的有点哒哒的声音。转向满舵时转向的胶套会有声音！	-1
胎噪，风噪有点大，我有点小强迫，哎！	-1
暂时还没有等开一段时间的在聊聊感受	-1
车内异味太重。前后钢梁太短减配了，水温表没有了减配了，电池容量小了减配了，车门封条少一圈减配了，前摇臂用的是单片冲压件，据说只有4mm厚。。。。。。	-1
还是异响，就是各种异响，这车谁开谁知道，烦死人，只能开大音乐掩盖异响，音量开到20就听不见异响了	-1
乞丐版配置啥都没有，ESP都没有，	-1
车的底盘有点低，有一次走烂路过一个坑擦到底盘了！	-1
前排储物空间太少了，其他暂时没有发现	-1
高配的车竟然没有中控大屏，还得自己花钱换，座椅也是手动调节的	-1
底盘太低底盘太低底盘太低重要的事情说三遍	-1
小问题太多，一个月不到去店里5次了	-1
噪音大，共振大前挡风玻璃压边台毛糙。	-1
胎噪比较大，轮胎的原因，韩泰轮胎太硬了！	-1
油耗有点高啊，这一个星期两百多的油，真心有点养不起啊………	-1
右侧门缝没有对齐，天窗有“哒哒哒”的异响	-1
车辆底盘排气管位置设计考虑不周全，略显凸兀，拉低了整车的最小离地间隙，虽说相比轿车在通过性上无任何影响，但从其定位于城市SUV的角度看，却让普通驾驶者在通过一些极端路面时，心存顾忌。	-1
1.4的车，油耗比大众1.8的车还要费油。	-1
车门密封胶条处，在100km/h时，会有丝丝的小漏风。	-1
导航还需提升，系统有待优化，功能有待提高，真出门还是开手机导航吧！	-1
昨天早上发车转速突然上升到了四五千转，求解呀	-1
现目前油耗还将就，还没在市区开好多，估计在市区开油耗应该还是很高的，整车车门不能放水杯，侧门只能放娃哈哈。	-1
感觉动力比较勉强，家用差不多。	-1
车身在40迈70迈抖动明显！四s店维修不了！此问题无法解决！	-1
后视镜没有防眩晕，没有行李架装饰顶部空空的！	-1
不加价就提不到车，DSG变速箱问题召回了2次，驾驶感觉还是不顺畅，对不起“神车”头衔。	-1
悬挂，还有噪声大，后悬挂真的太硬，太颠簸	-1
网上很多帖子说朗逸烧机油、小毛病多，暂时只发现玻璃升降问题，偶尔出现要升反降或要降反升，希望不会出现其他问题。！	-1
阉割了倒车雷达和后门喇叭，成本不高，却要后期大动作加装，完全就是找不痛快；	-1
刚刚开始，还没有发现。	-1
就是那个轴距有点小，才2550mm	-1
倒挡有时候挂不上，其他人也反应了这个情况	-1
小毛病异响什么的太多了....	-1
可能还在磨合期，而且基本都是市区跑，油耗稍微高点，算下来平均6毛/公里，希望首保后能降下来	-1
前刹车至今未找到，记得以前从哪里看到过，全系标配前后刹车辅助功能的。	-1
目前没有，只是之家的3m膜还没到呢～	-1
对追求动力和操控的人来说，确实不会给他们带来驾驶乐趣。	-1
配置过低，连雾灯都没有，不过该有的安全设备都有了。	-1
内饰感觉塑料感挺强的，特别是档杆底座，需要后期装饰。	-1
转弯直径非常大，不知为什么为什么比我的大SUV奔驰GL450的转弯直径还要大，转弯时特别显笨。	-1
为什么是铁锅，为什么没雾灯？？？	-1
