comment	score
前车灯下雨天漏水，车漆薄、铁皮软啊，别人路虎给刮了一下，直接凹陷了，人家的就掉了点漆。	-1
中央储物箱感觉太没有档次了	-1
舒适版气囊少了俩。	-1
踩刹车的时候车内有异响，仪表盘炸了4S店不给赔	-1
简配后的车门是真的薄大力关门都感觉的要掉了	-1
全系只有到了顶配的车型才有带导航和360度，自己花了钱选装！	-1
小毛病略多、尤其是异响轮毂略小胎略细、顶配应改为R18235	-1
外观吧当初最主要也是冲着这个买的	1
内伤塑料太多，硬邦邦，后排没有出风口，据说在驾驶位下面有，没看过。车辆设计有点矮，远处看着比别的车要小，不像SUV倒是像2箱车。	-1
车内异响！空调制冷压缩机异响！	-1
经典的款式，跟新款不能比	-1
上二挡的时候有坐顿感，轮胎噪音大。波箱有渗油现象。车门边，放不了一瓶水。	-1
没什么突出的优点，很中庸的一台车。	1
百公里5.3的油耗，前后排空间大，无钥匙系统带天窗。	1
隔音方面，隔音还有进步的空间。	-1
这车出来的时候为什么没有自动挡啊	-1
油耗高，后减震太硬	-1
1、过不平颠簸的路，前左右轮有“叽叽”异响（就像球鞋与地板摩擦的声音），到4儿子处检查，没有检查出个所以然，目前异响依旧!2、左边车门在慢速转弯和上坡起步及过不平路时，门框有摩擦“吱吱”响。3、时速19-20码汽车稍有摆动，不注意，感觉不出来，因为在此速度时间很短。	-1
耗油啊噪声还是有点大哟	-1
发动机皮带和转响轮异响	-1
噪音大，共振比较明显	-1
4000转后爆发力衰退有点明显	-1
车型的空间还是比较小，目前只有五座。	-1
也可能是人品的问题吧，被我碰到了，买来还不到一个月，就发现驾驶门是的塑料开了一公分的口子了，也许是买车时就有破损的地方，我没发现吧	-1
1、2档肉无力，	-1
上了50就噪音大，不知道底盘什么地方的噪音。	-1
说好的日间行车灯为什么要跟尾灯一起亮呢？这简直就是骗子，这根本不叫日间行车灯！	-1
空调有异味，还除不掉，应该是劣质的塑料生产的出风管道	-1
配置太寒颤了，电子配置太low了，一个这么大的车你连个雷达都不给，胎压监测多重要的东西也没有。	-1
排气和硬塑料多了	-1
貌似斯巴鲁的通病有点异响	-1
油耗稍微有点高动力弱些	-1
内饰，内饰，内饰。	1
低配连雾都省了，倒车雷达也没有	-1
车内外声音都比较大，加速时声音也比较大	-1
外观。三大件。内饰	1
油耗！市区油耗能不能再高点！	-1
合资之后，底盘由整体钢架变成了焊铁，有所缩减，不过安全这东西，还是要靠司机掌控。问题不大	-1
尾箱空间过小，宽度居然只有1米多点，内部空间比相同尺度的车辆小了不是一个级别。	-1
冷车启动的时候发动机声音特别的大，不知道是不是手动挡的原因，比自动档的都大，还没有和手动的比较。	-1
起步较肉，油耗还没降下来	-1
噪音比较大，不过这价位也不可能要求太多。	-1
中控台上硬塑料件太多，感觉有点掉档次呢，其次是加速时噪音相当大，胎噪，发动机噪音，传动轴噪音真心有点烦	-1
空间大，后排宽，地板平。	1
座椅，和加了包的音响	1
外观，配置，价格，相信很多人都是冲这去的。	1
SI-DRIVE让我一辆车有了三种驾驶体验。	1
还是噪音问题，也许这就是后驱的通病吧！	-1
方向盘下有异响，只要开不平的路面异响就会听得见。	-1
后备箱感觉小了点。	-1
暂时没有，车内气味有点大.	-1
外观，内饰，和配置，同价位没有对手	1
外观，空间，大天窗，行车感受，以及做工	1
后排空间比较！！！	-1
前轮过深坑会有比较响的撞击声，其他暂时没有	-1
内饰用料，好多地方是硬的	-1
空间外观整车的线条	1
尾部造型有点中庸，没有太多亮点	-1
发动机声音大，后座有点短，靠背不能放倒。	-1
胎噪有点大，走烂路有咚咚响，像闷雷声！车声接缝缝隙好大尤其是尾箱	1
锐腾的内饰是大家都诟病的一个地方，确实，小20W的车子内饰用塑料的。。。有点那啥。不过这个车新车确实味道比别的软内饰的车小，而且味道散的也快。	-1
油耗，高速只5个，跑过4点几的。城里7个以内。郊区6个左右。	1
空间大，配置到位，有后排出风口，全景影像。	1
性价比，配置，动力，外观！	1
中控异响啊，各种嘎吱嘎吱没完没了。2016款、连个大屏幕都没有~	-1
车门薄车漆薄我都不敢洗	-1
没有后排阅读灯，倒车灯只有一个。车内灯是白炽灯，很烫人，被我换成了LED的了。没有雾灯。停车锁车玻璃不自动关闭。	-1
外观，回头率高啊！	1
空间真的是短板，自己175cm，座椅调得较高，基本顶到车顶了。再说一下，座椅调的高，才能看到车头，但是高了感觉内后视镜真的很挡视野，不知道车主们有没有这种感觉。	-1
臭味！异响！后面细说。	-1
导航，无法按地名搜索	-1
减配，减配，减配！重要的事情说三遍，我就搞不懂了，价格这么高的车，为什么连雾灯都减配了？	-1
前脸设计，操控感灵敏	1
没有前置雷达，老婆是新手怕剐蹭。底盘没有发动机护板，也没几个钱不知道上汽为什么不放在标配中，小动物很有可能钻进去。没有侧踏板，都豪华版了尽然没有配侧踏板的，不能理解！	-1
刹车有异响！问了4S！说是刹车盘新的就那样！让跑段时间再说	-1
上地下车库出库中途居然会自动换档造成下溜！吓死我了。	-1
钥匙失灵三次，仪表盘失灵一次，怠速哒哒哒。其实买之前就知道威朗有这些问题，不过想想都能接受，也就无所谓了，不过目前不到900公里钥匙失灵三次有点太频繁了，希望以后少出现吧	-1
车的油耗让我痛心！！！基本都是8/9个	-1
大众太扣一个定速巡航才几个钱只有高配才有	-1
2挡有点打齿，离合踩到底的	-1
椅子太硬，没有天窗。	-1
操控，方向盘没有虚位，油耗低	1
行驶质感和隔音以及配置	1
涡轮增压的发送机，加速确实是快，相同排量的车，跑起来就是冠军。	1
应该是起步的速度了确实是有点不像这个级别的车了，但舍得加油还是有那么一点推背的感觉，还有就是驾驶位置的玻璃按键那叫一个远啊，按起来确实不太幽雅。	-1
车内储物空间。除了常规杯架和门板几乎就没了，手套箱真的只能放手套…	-1
开这车，真是叫炫耀，走到哪儿被关注到哪	1
灯光风噪有点大吧	-1
大灯晚上太暗了，晚上开车有点看不清楚，扶手箱太短小，A柱挡视线。	-1
跑高速，油耗和动力。	1
内饰。做工有待提高	-1
品牌，提速，行驶感受。	1
动力。1.5L你懂的车大灯太暗。阴雨天晚上开高速你就是一个瞎子。无雾灯。	-1
领先版换了导航之后USB不支持苹果手机充电！不带定速巡航！	-1
屁股稍微有点翘，塑料比较多	-1
行驶中右前门有异响（像塑料摩擦发出的声音），高速时风噪大，而且左A柱有进风的噪声。	-1
没有真皮，倒影，后排杯架	-1
本人看车就看中b50的空间。。	1
同平台相比，舒适性算好的	1
内饰，内饰真心做得太马虎了。然后空调也不是很给力，制冷不能迅速制冷。	-1
仪表盘亮度低，在晴天中午时不怎么看得清显示内容。	-1
车门有些难关。要用力才能关上。左转时A柱有点当视线	-1
内饰老旧，科技感不是那么的高，而且没有宝马奔驰品牌硬吧，大家普遍会问，为什么花这么多钱买这个A4，有什么区别吗，新C多好了，什么什么之类的话	-1
目前还没有发现什么小问题，有了再来补充吧。	-1
方向指哪打哪盘桥过弯60几乎没有侧倾传递你的信心十足！中控倍儿有科技感…	1
后排加一个空调出风口还有后备箱空间	-1
起步太肉，门板有异响。	-1
大空间，易操作，油耗低，价格实惠	1
时速100公里以上向右跑偏	-1
没有大德缺点，缺点任何车都有，和人一样，人无完人，车无完车。	-1
实用性，性价比高，虽然是低配但是同比之下配置并不低。	1
样子，科技配置，音响	1
品牌知名度高，连卖菜大妈都知道这是一驾宝马。	1
发动机动静太大太疯狂了。。小毛病不断。夏天制冷就是废物啊！	-1
近光蜡烛灯，门板的开关没有灯。除了驾驶没有一键升降	-1
涡轮介入是能听明显的声音	-1
就耗油，可能与我开的问题，	-1
1、副驾靠背调节为手动旋钮。2、空档（N）没有自动驻车。3、没有锁车升窗。	-1
车子的内饰装饰震动出现的声音还是比较的明显的，还有就是车子的音响质量有待提高	-1
油耗有点点高，可接受	-1
无钥匙进入，一键启动，无框车门	1
进口的身份，和越野版的外观	1
胎噪不得不说有点大，车速60以上就很明显了，其他的没有什么。	-1
方向盘有点硬油耗比较高	-1
外观和动力还有品牌价值，挺有面的，特别是倒车，当你撞到后面了，踩油门也不会往后倒车，	1
底盘较矮，偶尔不注意会刮蹭到底盘。	-1
风噪胎噪吧内饰很大众	-1
配置太低无加热无电耳无备胎无自动空调	-1
噪声！尤其跑高速，不过我都是开音乐，也没什么大问题。	-1
后玻璃处异响，虽然声音不大，但是多少会影响心情	-1
钣金不怎么样，好像是有点薄啊七万多的车也没有安全气囊，中间两排坐不能全部放倒，拉不了板材。可惜啊	-1
比我朋友的君越盲区小	1
超过两千转有滋滋滋滋响声噪音偏大	-1
有点年份后，底盘油封漏油渗油	-1
档位行程太长了，换挡手肘必须离开扶手箱才能换挡，路感回馈明显	-1
性能油耗内饰外观	1
油耗和动力还有待车抖动	-1
避震太硬了，随便一点东西都反馈到方向盘上面	-1
外观，空间，esp，仿皮座椅	1
操控，油耗，外观。	1
性价比低，配置低，15万的车多功能方向盘都没有，最气人的是水温表也没有，老捷达都有，节约成本也不能把水温表给减掉……中控台什么年代了还是老旧的CD机，要选装加3800，抢钱呀！后面有时间到网上自己买，轮胎噪音大，估计是韩泰轮胎的原因，真想换米胖子，典型的简配。	-1
后备箱门缝隙有点点大	-1
油耗，怎么说我也是驾龄十年的老驾驶员了吧，油耗一直在8个以上，有天专门测试了一下，跑了个7．4把手鸡冻坏了	-1
灯暗底盘低皮薄	-1
开起来涡轮介入的时候还比较顺	1
没有什么要吐槽的。	-1
起步太肉，噪音太大。	-1
舒适性，通过性，外观，超控也蛮爽。	1
奥迪说的针对机油消耗过大的升级完全没用。	-1
前面没有雷达，控制不了距离	-1
整个测试过程中我没有开启空调	-1
首当其冲的是油耗，目前425km，油耗11.3。市区，开空调。	-1
地盘低，经常跑烂路磕地盘	-1
200块油费几天就没了，因为经常往返在工地间，所以跑的比较勤，但是也不至于这么快吧，平均都9L多了。	-1
舒适度，低油耗，低故障。	1
最舒服还是日产的自动沙发了。	1
车内氛围灯，太浅了	-1
四个边门没有放置水杯的位置	-1
车内储物空间设计有待改善。没有后排中间头枕。	-1
配置较低:没什么科技高的因素;发动机也不要无级变速!	-1
油耗有一点点高！！基本十个油左右！	-1
大众ssss的销售策略与服务态度。	-1
油耗，油耗，油耗！动力，动力，动力！重要的事说三遍	1
就是开了一段时间，发现噪音有点大。	-1
100以上噪音有点大，尤其是胎噪声音大。	-1
内饰，和竞价比！！！	1
小毛病多．我的车以经换了快十个小配件了	-1
内饰硬塑料过多，颠簸时有异响	-1
A柱有点大，后背箱稍小	-1
异响，倒车异响，颠簸路段中控异响和胎噪，高速风哨声。	-1
配置较少。全系没有导航。有雷达的没有倒车影像，有影像的没有雷达。	-1
在村里的路上噪音好大！提速有点没力！高速发动机有哨声～	-1
前排储物格少了点，很多东西没处放。	-1
配置太低了，1.4低配版居然连点烟器都没有，后轮鼓刹，还是铁圈的，唉，	-1
油耗很低，意料之外。	1
这个没的说，买的都说好。	-1
外观很飘亮，朋友们都在夸	1
音响只有前面四个后面减配了太不应该刹车异响去4S店维修人员说自动挡都这样我开别牌子的自动挡也不响	-1
油耗对于普通家用略高	-1
质感，整车及细节不会给你任何廉价的感觉。	1
唯一的缺点就是提车需要等待的时间太长了，而且4S店也没有送什么礼品。	-1
后门里面有点异响，好像有卡子掉了样，首保去看看，	-1
一个眼神不对就是油门说话	1
新车买来不久，不知道被谁刮了一边，哎，有点心疼。	-1
大众都差不多的内饰，也就那样吧	-1
外观，空间。底盘。	1
目前还没有什么发现，正在了解的过程中。	-1
外观，日间行车灯很炫，与奥迪有的一拼。油耗很低，别克已经栽除了油老虎的称号了。本人在临安市太湖源镇指南村开农家乐。希望广大车友来玩。挪车电话潘涛13575788820。	1
配置比较低，比较费油	-1
车速快带来的噪音，玻璃竟然没有切水功能。车灯太暗，没有esp系统	-1
国产就不说了大家都知道	-1
后排没有头枕，没有扶手，后排出风孔不能关闭。	-1
外观车灯和行驶操控让人十分满意！	1
速度超过四十码噪音加大，主要是胎噪，车身车漆较软，车身缝隙大，没有发动机防盗！	-1
内饰有时候有异响，暂时有时候会失灵，不过都是小问题了，直接无视	-1
换挡有点小抖动，急加速跟不上，一秒左右那很给力的推背感绵绵不断，还有一次就是副驾驶的车窗关到3分之2就自动下来了，关不上，去保养的时候保养师傅说升级没有完善。	-1
减震初段太硬，过减速带经常碰头。	-1
小问题经常有，比如：天窗漏水，几乎所有车子都会遇到，只是时间长短的而已。	-1
没有缺点，如果非要说个缺点的话，我只能说国产的品牌让他定位低了。	-1
当然是油耗油耗油耗，重要的事情说三遍。上下班跑市区10个油左右，高速5.5个油左右。	1
真皮座椅，安吉星，电动尾门	1
起步加速走的时候，1.4T的果真是1.4，太肉了。还有就是，手刹看起来太不和谐了。。。	-1
油耗，操控，底盘。	1
空间那么大可是天窗不是全景的，坐后排的话可惜了只能看两边了，要是躺下一点儿的话就别想看风景了只能睡了。	-1
左右后视镜变道警示灯、智能钥匙、坡道起步模式、坡道X模式、自动巡航、蓝牙及USB链接、运动模式S、倒车影像雷达、方向盘操控键盘较为齐全。	1
外观外观的辨识度很高。	1
猛踩油门，发动机声音有点大，	-1
悬架有点硬，车子轮胎行驶声音比较大，后备箱应该做一个掀背的，变速箱有点挫顿感	-1
购车到现在一共开了9千多公里一万不到今天开了200公里这样子尾巴排气管把后面烧了，冷却液温度达到110度，怀疑有质量问题、还有就是备用车轮胎非常小，感觉按上去都不着地一样！	-1
唯一一款没有宝马互联驾驶的车型，厂家不应该省略这项配置	-1
我能说让我试驾了很久么？	1
倒挡会打齿，前档喷水器水喷的太低	-1
上坡辅助工能，和定速行航。	1
悬挂太硬，高速噪音太大。	-1
胎噪大，多功能方向盘只有一半，转弯时A柱有点影响视线。	-1
配置高，空间大。	1
刚买车时新车内刺鼻的气味，半年时间才下去，到现在媳妇还说车上有味，不过我闻不出来了。	-1
小毛病太多设计不人性，耗油。	-1
加速时发动机噪音也就是咕噜声。据说跟低温有点关联，也据说是vw遗传问题。还有后排中间那个杯架的设计真心反人类。	-1
配置很多，价格很低，颜色很靓，内涵很多。	1
没有现车等的有点久	-1
外观，和换的中控的大屏	1
动力，内饰，外观。	1
汽车味道有点儿大，胎噪胎噪胎噪，太大，一百左右胎噪就大起来了	-1
还是大众的一贯作风，内饰简配得很啊。	-1
油耗，买车时候做好心理准备了，但是目前11.2个平均油耗还是有点难以接受	-1
低速（20迈以下最明显，油门要轻）从车的左前侧发出类似磨刹车片的嚓嚓的声音，随着车速加快，好像听不见了。	-1
织物座椅，后排没有出风口，白色要加价。后视镜没有电加热和移动折叠	-1
符合国人审美，在我们这个小县城途观就是街车，随便开上街都能碰见途观。	-1
噪音有点大，特别是路面不平时，轰隆轰隆的	-1
空间还是有点小了，配置距离顶配还有差距	-1
无后防撞钢梁，后排空间较小，顶脑袋，人坐不直，我才174啊。	-1
外观，内饰，坐位空间	1
外观内饰驾驶的舒适度	1
涡轮介入时候的提速，超车信心十足	1
没有配置当下流行的日行灯，方向盘不支持前后调节。	-1
噪音大，发动机和车身共鸣声大，有点异响，噪音大，发动机和车身共鸣声大，有点异响	-1
车皮薄，油漆问题，四S服务还有待加强，日产的活动不透明，对买主隐瞒。	-1
内饰硬塑料太多导致烂路时异响。	-1
不加价基本拿不到车了	-1
发动车子，在车外能听到的噪音有点大	-1
买前是爷，买后孙子	-1
后排中央扶手太后，占用后排空间.	-1
竟然没有电动折耳，感觉有点掉价，而且手机连蓝牙导航不能播放音乐	-1
就是有点颠，配置太低，连个电动座椅都没有！！！	-1
论坛里到处都是断轴传言，开车提心吊胆	-1
空间是硬伤，但是毕竟是小车所以	-1
前保险杠下沉，接近角、离去角小。	-1
油耗有点高。天窗开启有异响，导航太难用。	-1
外观、钣金、发动机。	1
配置低，居然连倒车雷达都没有	-1
道路救援简直是扯淡，既不及时，也不专业，更不敬业。	-1
车子在加速的过程中机舱有一点点电流声一样的声音，要很仔细才能听到，不算什么问题.	-1
车子有油耗大啊，发动机也太老式了	-1
内饰过于简单（真是一分钱，一分货）	-1
噪音。胎噪，风噪，发动机呵呵感觉很明显的，对这方面要求高的朋友不推荐	-1
细节有待提高，缝隙偏大	-1
味道有些大，可能是真皮座椅的关系，还有现在天气比较冷，真皮座椅坐上去有些凉飕飕的。	-1
车小，动力小，起步熄火，方向回位能力差，	1
后排空间，高速噪音偏大	-1
外观动力内饰	1
涡轮未介入前，比教肉！	-1
由于是刚提的新车，暂时还没发现什么缺点	-1
就是后驱噪音大了点	-1
车门接缝，各种接缝都比较大。	-1
领先版大灯不咋亮，晚上开车有点小暗	-1
买进时间不长，一些功能还不是特别了解，开得还没利索呢，慢慢来嘛。	-1
不带导航，过坑右侧轮子异响，日行灯黄色的	-1
新车味道放了几天了，还是有气味，买了炭包放车里了，噪音还算能接受的范围之内呗	-1
外观！超帅的！就是中了前脸的毒	1
没有送贴膜，玻璃水，防冻液，	-1
油耗，平均每公里不到4毛。	1
刹车很肉，踩得轻了车一点不减速的往前跑，踩得重了，车里的东西跟着一起往前飞。坑人的赶脚。高速踩的急了还会甩尾巴。悬挂很硬，过减速带像打雷一样的响，原来的车开惯了，第一次过减速带吓了一跳。车子发现怠速时有哒哒声，还没去检测。如果是上坡停车，再起步时候要小心了，会溜坡。	-1
音响！不，只能叫喇叭，跟面包一样	-1
1.4t还能带来的小推背感	1
后备厢略小，噪音稍大	-1
后排空间跟其他的同级车比起来偏小	-1
价格实惠美系品牌合资车	1
那还用说吗?肯定是动力和油耗还有外观了，我想·选择了宝马这个牌子的都是奔着这个目的来的我也不例外。	1
中控显示屏太给力了，一个字大！	1
万恶的座椅。加了垫子腰那里感觉还是缺一块。	-1
起步无力，中控台塑料，120公里时速发动机声音明显增大。	-1
买的是1.3乞丐版，老是感觉发运机传输动车跟不上。	-1
屁股有点秃，手枕太短，方向盘不能前后调节，中控显示屏还是电阻屏都什么时代了还用电阻屏，没有倒车雷达，这些东西有必要去剩吗？	-1
中控显示屏时不时的就出点儿小问题	-1
车2.4l自动，老变速箱4，起步很肉！超车注意！	-1
油耗还是有点高，不过快两吨的东西了也还能接受！	-1
这一代的荣放后排气管做的有点突出哦、后排座椅放倒不是一平的，得配个充气垫了、普通的垫子是没用了。	-1
装配水平还有待提升，新车发动机盖锁掉螺丝，行李架胶条都是歪的	-1
操控，雨雪天驾驶此车很有自信心~~	1
油耗，200块钱（93号）油能跑600+市区占2/5一公里三毛多点百公里6L左右	1
启停不敢用啊怕出问题	1
低调但有内涵~中网和大灯的红线体现了与众不同~	1
本地4S价格太高，垄断销售	-1
内外饰，空间，操控	1
噪音有点大，特别120以上的，	-1
中配的没有导航。低配的没有前雾灯，连倒车雷达也没有，后来选择了舒适性的。虽然多了13000元，但有了天窗，真皮座椅，前雾灯，轮胎是205的低配是195的，后视镜加热，胎压监测装置，还有前后侧气囊。腰部支撑调节。这么多的功能值了。	-1
皮带异响，手套箱里面异响	-1
这个级别的车配个拉圾音响	-1
异响异响还是异响！！四门响，玻璃响。自己从淘宝发了大小D胶条、植绒条，装上后有所改善。10月份SSSS通知为11款客户更换4门（此点予以肯定与表扬),自此我的琪琪彻底告别了令人闹心的异响。	-1
换车之前，考虑了很多，本来想选择速腾的，但是速腾没有优惠，最后跟朋友一起选择的明锐。	1
油耗相对来说不算高，2.0手动档平均油耗8.0	1
就是车子异响太多，	-1
小毛病太多中门刚买来就有响声，2个前避震鼓东响。	-1
比较小众，经销商少，配件少，维护成本相对较高	-1
发动机声音有一点大。	-1
发动机抖动有点大，有时候怠速状态下腿部都能明显感觉到，不知是不是个例！	-1
